,id,lonlat,tags.power,tags.branch,tags.operator,tags.manufacturer,tags.generator:type,tags.generator:method,tags.generator:source,power_output_MW,tags.source,tags.generator:alt_source,tags.name,tags.name:fr,Type,tags.operator:ar,tags.operator:wikidata,tags.operator:wikipedia,tags.addr:city,tags.generator:place,tags.addr:city:ar,tags.area,tags.building:levels,tags.fence_type,tags.plant:source,tags.height,tags.substation,Country,tags.manufacturer:type,tags.ref,tags.FIXME,tags.addr:village,tags.tag:power,tags.amenity,tags.X,tags.Y,tags.code,tags.etat,tags.type,tags.photo,tags.village,tags.maitre_ouv,tags.note,tags.short_name,tags.contact:phone,tags.source:date,tags.project:eurosha_2012,tags.man_made,tags.operator_type,tags.generator:output:steam,tags.generator:output:vacuum,tags.generator:output:battery_charging,tags.beds,tags.owner,tags.shower,tags.toilets,tags.heliport,tags.population,tags.wheelchair,tags.operator:type,tags.building:status,tags.population:date,tags.staff_count:nurses,tags.is_in:health_level6,tags.is_in:health_level8,tags.staff_count:chemist,tags.staff_count:doctors,tags.health_services:description,tags.content,tags.toilets:status,tags.communication:description,tags.water_source,tags.water_tap:operator,tags.shower:status,tags.url,tags.url_1,tags.source:geometry,tags.source:geometry:date,tags.layer,tags.healthcare,tags.website,tags.location,tags.construction,tags.description,tags.voltage,tags.lit,tags.generator:output:biogas,tags.plant:output:electricity,tags.addr:district,tags.addr:pobox,tags.email,tags.opening_hours,tags.phone,tags.recycling:food_waste,tags.recycling:green_waste,tags.recycling_type,tags.start_date,tags.addr:suburb,tags.addr:community,tags.addr:state,tags.addr:street,tags.building:material,tags.operational_status,tags.projet:eboci,tags.name:de,tags.name:en,tags.wb_pb:id,tags.image:project,tags.image:pointofinterest,tags.generator:output:hot_air,tags.generator:output:cold_air,tags.generator:output:hot_water,tags.generator:output:cold_water,tags.generator:output:compressed_air,tags.comment,tags.building:roof,tags.landuse,tags.image,tags.mapillary,tags.int_name,tags.designation,tags.ele,tags.rotor:diameter,tags.rooms,tags.stars,tags.tourism,tags.payment:visa,tags.internet_access,tags.payment:mastercard,tags.project:mappingforniger,tags.brand,tags.addr:housename,tags.addr:postcode,tags.addr:housenumber,tags.generator,tags.name:cn,tags.model,tags.manufacturer:website,tags.wikidata,tags.wikipedia,tags.national_key_point,tags.reipppp,tags.colour,tags.power:source,tags.shop,tags.addr:ward,tags.addr:subward,tags.addr:municipality,tags.generator:output:heat,tags.generator:plant,tags.operator:website,tags.operator:wikipedia:ar,tags.addr:settlement,tags.addr:sub_camp,tags.addr:zone,tags.denomination,tags.religion,tags.source:form,tags.place,tags.source_ref,tags.proposed,tags.addr:block,tags.isced,tags.lighting,tags.tree_count,tags.name_centre,tags.social_facility,tags.social_facility:for,tags.plant:method
4076,7885590854.0,"[39.634667300000096, 13.456630100000002]",generator,,,Alstom,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,ECO74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4077,4223056420.0,"[39.250264399999956, 8.625002499999997]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,5566852716.0,"[39.27692769999996, 8.646821500000025]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4079,5566852718.0,"[39.27295799999996, 8.648709500000024]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,5566854142.0,"[39.15222109999993, 8.555989100000032]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4081,5566853400.0,"[39.187674499999936, 8.52514090000004]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4082,4064183908.0,"[39.62145700000009, 13.457232500000115]",generator,,EEPCo,Alstom,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,ECO74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4083,5566853424.0,"[39.27397729999994, 8.67598930000004]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4084,7885590864.0,"[39.64795500000009, 13.471154200000004]",generator,,,Alstom,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,ECO74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,5566852717.0,"[39.27271129999996, 8.646492700000024]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4086,5566853405.0,"[39.188800999999934, 8.530202000000038]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4087,5566854141.0,"[39.15140029999993, 8.554100600000032]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4088,3492985895.0,"[39.25838970000023, 8.600534800000045]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4089,2662083245.0,"[39.568170199999926, 13.405900799999971]",generator,,,Vergnet,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,GEV HP 1MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4090,5566853433.0,"[39.263462999999945, 8.655041700000039]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4091,5566853403.0,"[39.189552099999936, 8.526976500000039]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4092,2662083252.0,"[39.57983669999993, 13.416134299999973]",generator,,EEPCo,Vergnet,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,GEV HP 1MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4093,4064183917.0,"[39.607611200000086, 13.463972400000115]",generator,,EEPCo,Alstom,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,ECO74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4094,4064183928.0,"[39.60702110000008, 13.462167300000115]",generator,,EEPCo,Alstom,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,ECO74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4095,4223056628.0,"[39.21763319999997, 8.595278499999996]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4096,5566853404.0,"[39.189530599999934, 8.52863170000004]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4097,2662083255.0,"[39.580214999999924, 13.420874299999973]",generator,,EEPCo,Vergnet,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,GEV HP 1MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4098,4064172413.0,"[39.57109030000008, 13.420344000000117]",generator,,EEPCo,Vergnet,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,GEV HP 1MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4099,2662083250.0,"[39.57955829999993, 13.412759599999973]",generator,,EEPCo,Vergnet,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,GEV HP 1MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,5566853428.0,"[39.27366609999994, 8.66210570000004]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,7885590851.0,"[39.631118800000095, 13.452552900000002]",generator,,,Alstom,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,ECO74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4102,7885590868.0,"[39.65141500000009, 13.480132200000005]",generator,,,Alstom,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,ECO74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,8014841828.0,"[37.300957200000056, 6.843578299999975]",generator,,,,,,hydro,187.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,5566852707.0,"[39.26501869999996, 8.636723600000026]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,4064183913.0,"[39.62950900000009, 13.470483600000115]",generator,,EEPCo,Alstom,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,ECO74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,3492984368.0,"[39.23530950000023, 8.556736200000044]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4107,5566853434.0,"[39.25791619999995, 8.655699400000039]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,8014841845.0,"[37.30090570000005, 6.843423399999976]",generator,,,,,,hydro,187.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4110,4223056412.0,"[39.24988589999996, 8.611129799999999]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,5566853372.0,"[39.215907399999935, 8.578098500000033]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4112,5566853441.0,"[39.25067419999994, 8.634029400000038]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114,3492984386.0,"[39.24992950000023, 8.592118700000045]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4115,3492985896.0,"[39.25911720000023, 8.602577900000044]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,4064183899.0,"[39.62989530000008, 13.468015800000117]",generator,,EEPCo,Alstom,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,ECO74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4117,4223056333.0,"[39.2107122, 8.566982299999994]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118,4223056515.0,"[39.22906899999997, 8.602295399999996]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,5566853371.0,"[39.214485899999936, 8.570640400000034]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4120,6275261321.0,"[37.30100639999928, 6.843726499999851]",generator,,,,,,hydro,187.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4121,5566852708.0,"[39.274749699999965, 8.632947400000026]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4122,5566852710.0,"[39.272206999999966, 8.634888600000025]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4123,5566853447.0,"[39.186730399999945, 8.543353000000039]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124,5566853438.0,"[39.253656899999946, 8.643925800000039]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4125,5566852713.0,"[39.27796839999996, 8.638749600000025]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,4064183919.0,"[39.61967610000009, 13.472679600000115]",generator,,EEPCo,Alstom,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,ECO74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4127,2662083244.0,"[39.57480389999993, 13.403616599999971]",generator,,EEPCo,Vergnet,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,GEV HP 1MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4128,3492984389.0,"[39.25897640000023, 8.595304000000045]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4129,7885590866.0,"[39.64934710000009, 13.474673000000005]",generator,,,Alstom,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,ECO74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4130,5566852720.0,"[39.268591399999956, 8.653121900000023]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4131,4064183927.0,"[39.61147920000008, 13.467781300000114]",generator,,EEPCo,Alstom,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,ECO74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132,5566852714.0,"[39.27334429999996, 8.641687700000025]",generator,,,,horizontal_axis,wind_turbine,wind,1.0,,,,,Node,,,,,,,,,,,,,ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
