,id,lonlat,tags.power,tags.operator,tags.substation,tags.designation,tags.barrier,tags.addr:city,Type,tags.voltage,tags.name,tags.location,tags.area,tags.branch,tags.rating,tags.frequency,tags.source,tags.building,tags.building:levels,tags.name:ar,tags.note,tags.fixme,tags.name:fr,tags.phases,tags.man_made,tags.street_cabinet,tags.operator:ar,tags.operator:fr,tags.operator:wikidata,tags.operator:wikipedia,tags.wall,tags.height,tags.name:en,tags.building:colour,tags.level,tags.ref,tags.brand,tags.addr:city:ar,tags.substance,tags.gas_insulated,tags.landuse,tags.addr:postcode,tags.addr:suburb,tags.transformer,tags.brand:ar,tags.brand:wikidata,tags.brand:wikipedia,tags.sub,Country,tags.access,tags.disused,tags.addr:street,tags.name:de,tags.name:es,tags.name:it,tags.name:ja,tags.name:nl,tags.name:pl,tags.name:pt,tags.name:ru,tags.name:zh-Hans,tags.name:zh-Hant,tags.alt_name,tags.fence_type,tags.short_name,tags.opening_hours,tags.amenity,tags.project:eurosha_2012,tags.source:date,tags.source_date,tags.building:material,tags.building:condition,tags.proposed,tags.wikidata,tags.wikipedia,tags.generator:output:electricity,tags.roof:shape,tags.description,tags.website,tags.start_date,tags.image,tags.wb_pb:id,tags.wheelchair,tags.is_in:village,tags.operator_type,tags.notes,tags.owner,tags.address,tags.voltage:primary,tags.voltage:secondary,tags.generator:source,tags.operator:website,tags.operator:wikipedia:ar,tags.FIXME,tags.construction,tags.source:voltage,tags.historic,tags.building:prefabricated,tags.surface,tags.emergency_phone,tags.addr:housenumber,tags.phone,tags.source:power,tags.operator:type,tags.industrial,tags.cables,tags.key
224,364421786.0,[ 6.0625347  33.12592508],substation,,,,,,Way,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,293224489.0,[ 8.08493822 30.27191812],substation,,,,wall,,Way,220000;66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,386707852.0,[ 6.15032842 35.53283248],substation,,distribution,,wall,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,686568829.0,[ 6.93471016 36.87935967],substation,,transmission,,,,Way,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,575738414.0,[ 6.67802938 34.74945152],substation,,transmission,,wall,,Way,220000;66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,695874689.0,[ 6.5978275  30.85383782],substation,,industrial,,,,Way,66000,,indoor,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,217933346.0,[ 5.98978067 31.88484607],substation,,industrial,,fence,,Way,220000;66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,379387167.0,[ 7.90013153 36.30247435],substation,,,,wall,,Way,220000;66000,Poste électrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,694011253.0,[ 6.24782582 36.74278416],substation,,industrial,,,,Way,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,309946332.0,[ 5.06408796 34.44960074],substation,GRTE,transformer,,wall,,Way,60000,محطة كهرباء,platform,,SONELGAZ,,50,,,,محطة تخفيض للضغط,,,Poste de transformation électrique 60 KV/30 KV,,,,,,,,,,Power plant,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,206847211.0,[ 1.8891799  36.24888166],substation,,transmission,,,,Way,220000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,695523470.0,[ 5.08954014 35.64280708],substation,,,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,686536230.0,[ 7.31011392 36.76502641],substation,,industrial,,,,Way,66000,,indoor,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,387693359.0,[ 6.62261913 36.44260001],substation,,distribution,,,,Way,220000;66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,670880996.0,[ 5.30831434 34.61814364],substation,GRTE,transformer,,wall,,Way,60000,محطة كهرباء,platform,,SONELGAZ,,50,,,,محطة تخفيض للضغط,,,Poste de transformation électrique 60 KV/30 KV,,,,,,,,,,Power plant,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,217933343.0,[ 5.2596053  31.93950878],substation,SONELGAZ,,,wall,,Way,220000;66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,387400213.0,[ 8.00496613 34.71149252],substation,,,,wall,,Way,150000;90000,جبل العنق,,,,,,,,,جبل العنق,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,686568816.0,[ 6.96355606 36.87670852],substation,,industrial,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,107649691.0,[ 2.84891824 36.53351209],substation,,transmission,,,,Way,220000;60000,Poste électrique de Beni Mered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,376298290.0,[ 5.40257566 36.20929237],substation,الشركة الجزائرية لتسيير شبكة نقل الكهرباء,,,,سطيف,Way,66000,,,,,,,,,,,,,,,,,الشركة الجزائرية لتسيير شبكة نقل الكهرباء,,,,,,,,,,,سطيف,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,464340115.0,[ 7.64009758 36.4634816 ],substation,,,,,,Way,220000;66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,694312628.0,[ 5.87667323 35.37777346],substation,,distribution,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,173985842.0,[-0.19243967 35.7684611 ],substation,,transmission,,,,Way,220000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,694205382.0,[ 5.64925978 35.09332278],substation,,industrial,,,,Way,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,695610585.0,[ 8.17798366 35.17384012],substation,,,,,,Way,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,385612706.0,[ 6.28814052 35.65562312],substation,,,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,291809215.0,[ 5.02267974 32.0572089 ],substation,,,,fence,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,302432566.0,[ 9.78691372 28.73871768],substation,,converter,,fence,,Way,66000,,platform,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,686536236.0,[ 7.16374116 36.28963709],substation,,distribution,,wall,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,463910852.0,[ 6.57763538 36.3205004 ],substation,,distribution,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,686568824.0,[ 6.95120564 36.87681219],substation,,industrial,,,,Way,66000,,indoor,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,173677993.0,[-0.47146075 35.721318  ],substation,GRTE,transmission,,wall,,Way,220000,El Hassi,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,221085150.0,[ 3.57427528 36.251072  ],substation,,transmission,,wall,,Way,400000;220000,,outdoor,,,,,,,,,,,,,,,,,,,dry_stone,3,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,576215430.0,[ 3.9504014  36.33685934],substation,Sonelgaz,distribution,,,,Way,110000;20000,,outdoor,yes,Public,12500 kVA,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,174171691.0,[ 0.1391717  35.87832474],substation,,transmission,,,,Way,220000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,310628317.0,[ 5.0695503  34.43566428],substation,SONELGAZ,,,,,Way,30000,,,,,,50,,yes,1,,,,,3,street_cabinet,power,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,173682343.0,[-0.9013384 35.0888176],substation,GRTE,transmission,,,,Way,400000,Poste 400/220 Kv Sidi Ali Boussidi,outdoor,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,217926708.0,[ 6.4673904  30.52831212],substation,,,,fence,,Way,220000;66000,Poste électrique de Gassi Touil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,261061506.0,[ 6.89786752 36.75018063],substation,,distribution,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,695811828.0,[ 6.74885522 33.3952335 ],substation,,,,wall,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,217941443.0,[ 5.9598303  33.65103442],substation,,,,,,Way,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,751040071.0,[-0.16862276 35.766583  ],substation,,transmission,,,,Way,400000;220000,,indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,377511119.0,[ 5.04673146 35.9657174 ],substation,,,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,611220827.0,[ 2.87827221 36.59588576],substation,,,,fence,,Way,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,173670736.0,[ 2.24043261 36.25988199],substation,Sonelgaz,transmission,,,,Way,220000,Poste électrique de Khemis Miliana,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,435313932.0,[ 5.25906    31.94250032],substation,,distribution,,wall,,Way,66000,SONELGAZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,365883660.0,[ 6.17628815 35.56716484],substation,,,,wall,,Way,220000;66000,Poste électrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,390634433.0,[ 7.95296546 35.48103628],substation,,,,wall,,Way,220000;90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,548792594.0,[ 5.4244244 36.1602998],substation,,,,wall,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,610844609.0,[ 2.96075118 35.43611972],substation,,transmission,,,,Way,400000;220000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,169917684.0,[ 5.95662758 36.40647388],substation,,distribution,,,,Way,66000,Soustation éléctrique,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,686351150.0,[ 8.11015785 35.94081315],substation,,,,,,Way,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,686351149.0,[ 7.95284496 36.27845693],substation,الشركة الجزائرية لتسيير شبكة نقل الكهرباء,,,,سوق أهراس,Way,66000,,,,,,,,,,,,,,,,,الشركة الجزائرية لتسيير شبكة نقل الكهرباء,,,,,,,,,,,سوق أهراس,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,615914993.0,[ 7.84673646 36.3630335 ],substation,,,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,695523467.0,[ 4.47036564 35.70367534],substation,,,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,694049814.0,[ 5.45004192 36.18619754],substation,,,,wall,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,694241536.0,[ 5.58593928 35.03157572],substation,,distribution,,wall,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,569616471.0,[ 5.99340626 34.70107312],substation,KDL,transmission,,wall,,Way,400000;220000,,platform,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,687011459.0,[ 6.50840562 36.29625626],substation,,distribution,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,262778515.0,[ 8.18984226 31.00968556],substation,,,,wall,,Way,220000;66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,637288557.0,[ 8.02902512 30.8227084 ],substation,,transmission,,,,Way,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,382891698.0,[ 5.36963482 36.18734322],substation,,,,,,Way,66000,Poste électrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,177004931.0,[ 8.09987916 36.67965958],substation,,transmission,,,,Way,400000;220000,Poste électrique de Chefia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,694000727.0,[ 6.33093711 35.23473872],substation,,,,wall,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,381355308.0,[ 4.48215881 35.70541864],substation,,,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,576085009.0,[ 6.14782796 34.68635388],substation,,distribution,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,310628314.0,[ 5.07161188 34.43901574],substation,SONELGAZ,,,,,Way,30000,,,,,,50,,yes,1,,,,,3,street_cabinet,power,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,693987346.0,[ 6.38412576 36.1871576 ],substation,,,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,695838042.0,[ 5.99335592 31.89639164],substation,,,,,,Way,66000,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,384575278.0,[ 3.14070656 36.59668426],substation,,,,,,Way,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,310628313.0,[ 5.06058446 34.4376583 ],substation,SONELGAZ,,,,,Way,30000,,,,,,50,,yes,1,,,,,3,street_cabinet,power,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,217926710.0,[ 6.48639265 30.75020747],substation,,,,wall,,Way,220000;66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,388340182.0,[ 6.98772658 35.03086734],substation,,,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,295277014.0,[ 5.7349532 36.4899944],substation,,transmission,,,,Way,220000,,outdoor,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,694241539.0,[ 5.70442848 34.8560276 ],substation,,distribution,,wall,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,173534563.0,[ 7.7359232  36.78932708],substation,,transmission,,,,Way,220000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,318857350.0,[ 5.491369   36.34643726],substation,,transmission,,,,Way,66000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,686536233.0,[ 7.45223302 36.50806398],substation,,distribution,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,686826339.0,[ 6.55460003 36.97041678],substation,,distribution,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,226392269.0,[ 5.31535668 35.84325364],substation,,transmission,,wall,,Way,400000;220000;66000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,569616494.0,[ 0.25658492 29.247538  ],substation,الشركة الوطنية للكهرباء والغاز,transmission,,,,Way,220000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,107574175.0,[ 3.38428092 36.72729517],substation,,transmission,,,,Way,220000,Station Electrique de Boudouaou,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,226985195.0,[ 3.24677842 34.61991392],substation,,transmission,,,,Way,220000,,outdoor,,,,,,,,,,"name,operator",,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,414644307.0,[ 6.49550706 35.53672104],substation,,,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,686568820.0,[ 6.96322394 36.85978904],substation,,industrial,,,,Way,66000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,686568810.0,[ 6.95659401 36.87564587],substation,,industrial,,,,Way,66000,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,107655510.0,[ 3.07807802 36.72399321],substation,,,,wall,,Way,220000,Station Electrique Kouba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,174338940.0,[ 0.17391109 35.3851877 ],substation,,transmission,,,,Way,220000,,outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,176932220.0,[ 6.93590311 36.8793666 ],substation,Sonelgaz,transmission,,,,Way,400000,Sous station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
