,bus_id,station_id,voltage,dc,symbol,under_construction,tag_substation,tag_area,lon,lat,geometry,country
428,670969267-1,,132000,False,substation,True,transmission,2350.0,37.563057966554034,6.037277289907516,POINT (37.56305796655403 6.037277289907516),ethiopia
430,669808671-1,,132000,False,substation,True,transmission,10510.0,41.8550291302351,9.582462856775154,POINT (41.8550291302351 9.582462856775154),ethiopia
431,669635453-1,,132000,False,substation,True,transmission,7710.0,38.29286248299026,6.420799683291843,POINT (38.29286248299026 6.420799683291843),ethiopia
432,671327265-1,,132000,False,substation,True,transmission,15300.0,40.85636375631059,9.109937716554802,POINT (40.85636375631059 9.109937716554802),ethiopia
433,670771495-1,,132000,False,substation,True,transmission,7110.0,39.859189850000014,6.415145600000015,POINT (39.85918985000001 6.415145600000015),ethiopia
434,747798835-1,,230000,False,substation,True,transmission,58480.0,39.071425388086,8.629693801634712,POINT (39.071425388086 8.629693801634712),ethiopia
435,260763337-1,,230000,False,substation,True,transmission,39900.0,39.572310505853665,12.422131939725016,POINT (39.57231050585366 12.42213193972502),ethiopia
436,670764407-1,,132000,False,substation,True,transmission,7500.0,38.97692050874619,10.06232806822887,POINT (38.97692050874619 10.06232806822887),ethiopia
438,220122466-1,,400000,False,substation,True,transmission,87830.0,37.37889333593218,11.564464852061684,POINT (37.37889333593218 11.56446485206168),ethiopia
439,581631035-1,,400000,False,substation,True,transmission,256200.0,38.92724595196069,8.746862011477992,POINT (38.92724595196069 8.746862011477992),ethiopia
440,581631035-2,,230000,False,substation,True,transmission,256200.0,38.92724595196069,8.746862011477992,POINT (38.92724595196069 8.746862011477992),ethiopia
441,670009495-1,,230000,False,substation,True,transmission,9100.0,38.4609691820888,11.724064382462593,POINT (38.4609691820888 11.72406438246259),ethiopia
443,464641483-1,,132000,False,substation,True,transmission,20480.0,39.723469663538864,11.079309547889366,POINT (39.72346966353886 11.07930954788937),ethiopia
444,670748650-1,,132000,False,substation,True,transmission,5720.0,34.557244899999574,10.067886499999897,POINT (34.55724489999957 10.0678864999999),ethiopia
445,859755774-1,,500000,False,substation,True,transmission,90680.0,35.083806984585166,11.225819109625528,POINT (35.08380698458517 11.22581910962553),ethiopia
446,670531409-1,,132000,False,substation,True,transmission,7360.0,42.30708006593642,8.138660666974209,POINT (42.30708006593642 8.138660666974209),ethiopia
447,693957882-1,,230000,False,substation,True,transmission,30180.0,38.89139824999967,8.780065949999958,POINT (38.89139824999967 8.780065949999958),ethiopia
449,187232642-1,,400000,False,substation,True,transmission,131680.0,37.381738606072844,7.885634193967315,POINT (37.38173860607284 7.885634193967315),ethiopia
450,187232642-2,,230000,False,substation,True,transmission,131680.0,37.381738606072844,7.885634193967315,POINT (37.38173860607284 7.885634193967315),ethiopia
451,187232642-3,,132000,False,substation,True,transmission,131680.0,37.381738606072844,7.885634193967315,POINT (37.38173860607284 7.885634193967315),ethiopia
452,422547473-1,,230000,False,substation,True,transmission,77600.0,41.63967994999993,9.6138588,POINT (41.63967994999993 9.613858799999999),ethiopia
453,422547473-2,,132000,False,substation,True,transmission,77600.0,41.63967994999993,9.6138588,POINT (41.63967994999993 9.613858799999999),ethiopia
454,695773621-1,,230000,False,substation,True,transmission,26910.0,41.03030115,11.77792695,POINT (41.03030115 11.77792695),ethiopia
455,218273352-1,,230000,False,substation,True,transmission,49620.0,41.83719779372871,9.605243047821501,POINT (41.83719779372871 9.605243047821501),ethiopia
456,218273352-2,,132000,False,substation,True,transmission,49620.0,41.83719779372871,9.605243047821501,POINT (41.83719779372871 9.605243047821501),ethiopia
457,429050730-1,,225000,False,substation,True,transmission,29800.0,9.478626252593234,0.398592131451327,POINT (9.478626252593234 0.398592131451327),gabon
459,509847717-1,,115000,False,substation,True,transmission,4340.0,13.57347920032201,-1.643521718748485,POINT (13.57347920032201 -1.643521718748485),gabon
462,662947358-1,,225000,False,substation,True,transmission,29940.0,13.54208730794163,-1.752713662201512,POINT (13.54208730794163 -1.752713662201512),gabon
463,662947358-2,,115000,False,substation,True,transmission,29940.0,13.54208730794163,-1.752713662201512,POINT (13.54208730794163 -1.752713662201512),gabon
464,662947365-1,,115000,False,substation,True,transmission,1150.0,13.5454395,-1.7633158,POINT (13.5454395 -1.7633158),gabon
468,662995966-1,,225000,False,substation,True,transmission,4610.0,10.278608944236941,0.452057501124288,POINT (10.27860894423694 0.452057501124288),gabon
471,186450367-1,,161000,False,substation,True,transmission,12250.0,-2.341222258627135,7.027276824635127,POINT (-2.341222258627135 7.027276824635127),ghana
472,674068904-1,,225000,False,substation,True,transmission,18270.0,-2.752236027595823,5.288954281228088,POINT (-2.752236027595823 5.288954281228088),ghana
473,256777447-1,,161000,False,substation,True,transmission,12100.0,0.011078290343519,5.675536662231181,POINT (0.011078290343519 5.675536662231181),ghana
474,181912070-1,,161000,False,substation,True,transmission,3840.0,-1.219474376307146,6.634659883395885,POINT (-1.219474376307146 6.634659883395885),ghana
475,672628320-1,,161000,False,substation,True,transmission,21160.0,0.013533681752678,5.675658844752181,POINT (0.013533681752678 5.675658844752181),ghana
476,302127334-1,,161000,False,substation,True,transmission,22390.0,-1.519585382629991,6.694691991588163,POINT (-1.519585382629991 6.694691991588163),ghana
477,672951919-1,,161000,False,substation,True,transmission,8700.0,-0.775390355857363,6.56046062088525,POINT (-0.775390355857363 6.56046062088525),ghana
478,667708205-1,,161000,False,substation,True,transmission,5200.0,-0.645796831449324,5.3885274038348,POINT (-0.645796831449324 5.3885274038348),ghana
479,672745991-1,,161000,False,substation,True,transmission,25380.0,-1.706707661677077,8.088284701481724,POINT (-1.706707661677077 8.088284701481724),ghana
480,519827364-1,,161000,False,substation,True,transmission,8840.0,1.17435565,6.16711075000001,POINT (1.17435565 6.16711075000001),ghana
481,282578857-1,,330000,False,substation,True,transmission,20690.0,0.000726280576635,5.694728693544037,POINT (0.000726280576635 5.694728693544037),ghana
482,302155686-1,,161000,False,substation,True,transmission,9270.0,-0.460195281916837,10.947834802739818,POINT (-0.460195281916837 10.94783480273982),ghana
483,256518317-1,,161000,False,substation,True,transmission,9960.0,-1.926429488695742,7.576252635986396,POINT (-1.926429488695742 7.576252635986396),ghana
484,236307769-1,,161000,False,substation,True,transmission,11290.0,-1.449744634569965,8.780309212399342,POINT (-1.449744634569965 8.780309212399342),ghana
485,302127341-1,,161000,False,substation,True,transmission,11670.0,-1.688303608600172,6.164702214700256,POINT (-1.688303608600172 6.164702214700256),ghana
486,302155685-1,,161000,False,substation,True,transmission,10480.0,-2.48830086377663,10.070598288825515,POINT (-2.48830086377663 10.07059828882551),ghana
487,302127349-1,,161000,False,substation,True,transmission,16330.0,-1.615709950734554,6.677565036797565,POINT (-1.615709950734554 6.677565036797565),ghana
488,673926575-1,,161000,False,substation,True,transmission,4720.0,-2.02711325,5.32805185,POINT (-2.02711325 5.32805185),ghana
489,672647718-1,,161000,False,substation,True,transmission,20420.0,-0.282978504984229,5.580073741512256,POINT (-0.282978504984229 5.580073741512256),ghana
490,570958795-1,,161000,False,substation,True,transmission,13390.0,0.552281021215799,6.260164452601622,POINT (0.552281021215799 6.260164452601622),ghana
491,672567165-1,,161000,False,substation,True,transmission,26030.0,-0.108521843484307,5.651872869474332,POINT (-0.108521843484307 5.651872869474332),ghana
492,663822817-1,,161000,False,substation,True,transmission,23580.0,-0.204377142036179,5.60667672320842,POINT (-0.204377142036179 5.60667672320842),ghana
493,672526714-1,,330000,False,substation,True,transmission,64790.0,-1.660076407883423,4.973144804937024,POINT (-1.660076407883423 4.973144804937024),ghana
494,672526714-2,,161000,False,substation,True,transmission,64790.0,-1.660076407883423,4.973144804937024,POINT (-1.660076407883423 4.973144804937024),ghana
495,672810573-1,,161000,False,substation,True,transmission,20340.0,-0.233467897205403,11.057346415773289,POINT (-0.233467897205403 11.05734641577329),ghana
496,674074973-1,,161000,False,substation,True,transmission,15960.0,-2.3443445,4.9427483,POINT (-2.3443445 4.9427483),ghana
497,236316930-1,,161000,False,substation,True,transmission,38380.0,0.056808751493234,6.29538722159296,POINT (0.056808751493234 6.29538722159296),ghana
498,302127344-1,,161000,False,substation,True,transmission,5570.0,-0.823479821067443,6.01353861702203,POINT (-0.823479821067443 6.01353861702203),ghana
499,302155701-1,,161000,False,substation,True,transmission,14870.0,-0.853426546896828,9.419481740906258,POINT (-0.853426546896828 9.419481740906258),ghana
500,673959969-1,,161000,False,substation,True,transmission,5020.0,-1.244769511387782,5.118234144100665,POINT (-1.244769511387782 5.118234144100665),ghana
501,302155700-1,,161000,False,substation,True,transmission,21410.0,-2.423362645177578,9.260274162063489,POINT (-2.423362645177578 9.260274162063489),ghana
502,282578859-1,,330000,False,substation,True,transmission,29440.0,0.002663933642609,5.69532112134451,POINT (0.002663933642609 5.69532112134451),ghana
503,282578859-2,,161000,False,substation,True,transmission,29440.0,0.002663933642609,5.69532112134451,POINT (0.002663933642609 5.69532112134451),ghana
504,673695263-1,,161000,False,substation,True,transmission,7270.0,-2.05172763180824,5.521900019903779,POINT (-2.05172763180824 5.521900019903779),ghana
505,629958932-1,,161000,False,substation,True,transmission,8140.0,-0.015323468259158,9.45717014733606,POINT (-0.015323468259158 9.457170147336059),ghana
506,302155694-1,,161000,False,substation,True,transmission,14390.0,-0.870300487603211,10.794763987460085,POINT (-0.870300487603211 10.79476398746008),ghana
507,302155696-1,,161000,False,substation,True,transmission,15220.0,-2.000496600699108,5.313437133835768,POINT (-2.000496600699108 5.313437133835768),ghana
508,695710253-1,,161000,False,substation,True,transmission,7790.0,0.045447643834948,5.6815650855599,POINT (0.045447643834948 5.6815650855599),ghana
509,674551808-1,,225000,False,substation,True,transmission,25870.0,-13.434928714720764,9.734993815120738,POINT (-13.43492871472076 9.734993815120738),guinea
516,674068904-2,,225000,False,substation,True,transmission,18270.0,-2.752236027595815,5.2889542812281,POINT (-2.752236027595815 5.2889542812281),ivory-coast
517,106049962-1,,255000,False,substation,True,transmission,69340.0,-4.082411506448585,5.393321323397684,POINT (-4.082411506448585 5.393321323397684),ivory-coast
519,107311276-1,,225000,False,substation,True,transmission,36390.0,-3.931951518458368,5.358793823283561,POINT (-3.931951518458368 5.358793823283561),ivory-coast
524,278061620-1,,225000,False,substation,True,transmission,40970.0,-6.622662089532453,5.775458278590253,POINT (-6.622662089532453 5.775458278590253),ivory-coast
525,674217066-1,,225000,False,substation,True,transmission,51420.0,-3.94633287435893,5.399446254987039,POINT (-3.94633287435893 5.399446254987039),ivory-coast
527,106520980-1,,225000,False,substation,True,transmission,54550.0,-4.008108656517356,5.384850503761585,POINT (-4.008108656517356 5.384850503761585),ivory-coast
529,579310407-1,,132000,False,substation,True,transmission,36580.0,37.06887876320906,-0.001454562534483,POINT (37.06887876320906 -0.001454562534483),kenya
530,579310367-1,,220000,False,substation,True,transmission,9560.0,35.35987376282336,1.912162433866764,POINT (35.35987376282336 1.912162433866764),kenya
531,248974979-1,,220000,False,substation,True,transmission,6310.0,35.35684445167855,1.911917974152111,POINT (35.35684445167855 1.911917974152111),kenya
532,180998541-1,,220000,False,substation,True,transmission,47480.0,35.295112395188546,0.219113445903484,POINT (35.29511239518855 0.219113445903484),kenya
533,180998541-2,,132000,False,substation,True,transmission,47480.0,35.295112395188546,0.219113445903484,POINT (35.29511239518855 0.219113445903484),kenya
535,696520894-1,,132000,False,substation,True,transmission,21540.0,35.2834145967979,-0.779618785555091,POINT (35.2834145967979 -0.779618785555091),kenya
537,669510376-1,,220000,False,substation,True,transmission,15760.0,36.33374436211705,-0.91877982985533,POINT (36.33374436211705 -0.91877982985533),kenya
538,579549274-1,,132000,False,substation,True,transmission,6450.0,34.50317507069229,0.361596425460437,POINT (34.50317507069229 0.361596425460437),kenya
540,669520367-1,,220000,False,substation,True,transmission,8660.0,37.88835641247355,-0.600022239233787,POINT (37.88835641247355 -0.6000222392337869),kenya
541,181000288-1,,132000,False,substation,True,transmission,9370.0,35.26299196468747,0.500908026632486,POINT (35.26299196468747 0.500908026632486),kenya
542,660091166-1,,220000,False,substation,True,transmission,62750.0,40.78255730048696,-2.200550334126159,POINT (40.78255730048696 -2.200550334126159),kenya
543,563813243-1,,400000,False,substation,True,transmission,42130.0,36.79624536107867,2.489905423802512,POINT (36.79624536107867 2.489905423802512),kenya
545,696520895-1,,132000,False,substation,True,transmission,18600.0,35.07455299461261,-0.696422389699573,POINT (35.07455299461261 -0.696422389699573),kenya
547,696445754-1,,220000,False,substation,True,transmission,28910.0,35.05302128342377,1.010266765180328,POINT (35.05302128342377 1.010266765180328),kenya
548,696445754-2,,132000,False,substation,True,transmission,28910.0,35.05302128342377,1.010266765180328,POINT (35.05302128342377 1.010266765180328),kenya
