,id,lonlat,tags.power,tags.generator:type,tags.generator:method,tags.generator:source,tags.generator:output:electricity,Type,Country
278,7804096560,"[5.91535730000001, 5.54010469999997]",generator,gas_turbine,combustion,gas,100 MW,Node,nigeria
279,1994157721,"[5.626552000000002, 6.366942600000015]",generator,,,,,Node,nigeria
280,2345400478,"[5.612319100000049, 6.349096800000004]",generator,,dam,hydro,,Node,nigeria
281,2155708918,"[5.616273099999989, 6.330588200000001]",generator,,,,,Node,nigeria
282,7810375999,"[7.031569200000009, 4.816085500000014]",generator,gas_turbine,combustion,gas,25 MW,Node,nigeria
283,7814108834,"[7.573640899999987, 4.56840390000003]",generator,gas_turbine,combustion,gas,yes,Node,nigeria
284,7804103247,"[7.25508840000001, 4.851618699999973]",generator,gas_turbine,combustion,gas,yes,Node,nigeria
285,2344328630,"[5.6027019000000315, 6.3270454]",generator,,,,,Node,nigeria
286,7804096580,"[4.611527300000009, 9.863386999999971]",generator,kaplan_turbine,run-of-the-river,hydro,yes,Node,nigeria
287,2161110175,"[5.5994360000000105, 6.312344799999991]",generator,,,,,Node,nigeria
288,7805160139,"[6.66368810000007, 5.390164999999769]",generator,gas_turbine,combustion,gas,25 MW,Node,nigeria
289,7804174722,"[6.302037800000022, 5.03055989999996]",generator,gas_turbine,combustion,gas,yes,Node,nigeria
290,7808424232,"[6.660343399999952, 7.4718790000001745]",generator,gas_turbine,combustion,gas,yes,Node,nigeria
291,2161110167,"[5.597984700000011, 6.310471699999991]",generator,,,,,Node,nigeria
292,2349477442,"[5.629082500000009, 6.338027199999987]",generator,,,,,Node,nigeria
293,2345400480,"[5.6055575000000495, 6.349702400000004]",generator,,dam,hydro,,Node,nigeria
294,7804094432,"[4.7103651000000095, 6.737123799999971]",generator,gas_turbine,combustion,gas,yes,Node,nigeria
295,7804096573,"[5.91658030000001, 5.54220079999997]",generator,gas_turbine,combustion,gas,25 MW,Node,nigeria
296,7804094431,"[4.71037210000001, 6.737459499999971]",generator,gas_turbine,combustion,gas,yes,Node,nigeria
297,7804094436,"[4.71032650000001, 6.735259599999972]",generator,gas_turbine,combustion,gas,yes,Node,nigeria
298,7804094433,"[4.71035920000001, 6.736835899999971]",generator,gas_turbine,combustion,gas,yes,Node,nigeria
299,7808382705,"[5.6440999999999955, 5.927484399999995]",generator,gas_turbine,combustion,gas,75 MW,Node,nigeria
300,7804103209,"[3.3147778000000097, 6.8828159999999725]",generator,gas_turbine,combustion,gas,yes,Node,nigeria
301,2161110158,"[5.612084200000011, 6.30679299999999]",generator,,,,,Node,nigeria
302,7808377978,"[8.272184699999995, 5.190881999999995]",generator,gas_turbine,combustion,gas,112.5 MW,Node,nigeria
303,2155736697,"[5.633453599999989, 6.332369200000004]",generator,,,hydro,yes,Node,nigeria
0,793461360,"[5.135100537192139, 7.305000516648662]",generator,solar_photovoltaic_panel,photovoltaic,solar,yes,Way,nigeria
1,859199591,"[9.448317949999945, 8.686782199999934]",generator,,,solar,,Way,nigeria
2,215459541,"[6.658820460036619, 7.469321816342016]",generator,,combustion,gas,138 MW,Way,nigeria
3,793364481,"[3.384100669512979, 6.886330138823379]",generator,,,solar,,Way,nigeria
4,793364480,"[3.3840861783015765, 6.886278242055868]",generator,,,solar,,Way,nigeria
5,85342434,"[5.5936573523596405, 6.317737680657511]",generator,,,,,Way,nigeria
6,789351080,"[3.434464899999998, 6.441102550000004]",generator,,,,,Way,nigeria
7,789351081,"[3.4344059499999986, 6.441103200000005]",generator,,,,,Way,nigeria
8,789351079,"[3.434853449999998, 6.440973400000003]",generator,,,,,Way,nigeria
9,793364483,"[3.384126431888932, 6.886439315115975]",generator,,,solar,,Way,nigeria
10,797705036,"[3.5089004769410534, 6.638382502654376]",generator,solar_photovoltaic_panel,photovoltaic,solar,yes,Way,nigeria
11,859199544,"[9.47064754999995, 8.681802849999952]",generator,,,solar,,Way,nigeria
12,699952935,"[4.212516355074211, 6.847616737016377]",generator,,,solar,,Way,nigeria
13,797275019,"[3.5184034142411, 6.619030946771949]",generator,solar_photovoltaic_panel,photovoltaic,solar,yes,Way,nigeria
14,837298121,"[7.172410968982051, 9.253819917258518]",generator,,,,,Way,nigeria
15,793780915,"[5.140829921081179, 7.3037538957093044]",generator,,,,,Way,nigeria
16,794643823,"[5.134862665066178, 7.304204974424737]",generator,,,,,Way,nigeria
17,859199592,"[9.448272749999946, 8.686745449999934]",generator,,,solar,,Way,nigeria
18,859199549,"[9.470526421224765, 8.681963153408045]",generator,,,solar,,Way,nigeria
19,837298122,"[7.17149341922403, 9.253511741965553]",generator,,,,,Way,nigeria
20,859199593,"[9.448221749999949, 8.686705049999933]",generator,,,solar,,Way,nigeria
21,699952933,"[4.212571301535918, 6.84749023360309]",generator,,,solar,,Way,nigeria
22,859199586,"[9.448386749999948, 8.686605499999937]",generator,,,solar,,Way,nigeria
23,837298120,"[7.171910022726509, 9.253655545067842]",generator,,,,,Way,nigeria
24,789351078,"[3.4348969499999984, 6.440950200000003]",generator,,,,,Way,nigeria
25,859199588,"[9.448378183201996, 8.686710949005159]",generator,,,solar,,Way,nigeria
26,789351082,"[3.4343456751660804, 6.441103918771719]",generator,,,,,Way,nigeria
27,793364484,"[3.3841407672595065, 6.88649581020301]",generator,,,solar,,Way,nigeria
28,859199546,"[9.47063249999995, 8.681893799999953]",generator,,,solar,,Way,nigeria
29,794244947,"[5.134905333511571, 7.306697816786032]",generator,,,,yes,Way,nigeria
30,837298123,"[7.17261685391647, 9.254233351038618]",generator,,,,,Way,nigeria
31,859199585,"[9.448432833257208, 8.686640949336313]",generator,,,solar,,Way,nigeria
32,935198122,"[9.766099119569635, 10.257997528188445]",generator,,,,,Way,nigeria
33,859199545,"[9.470558749999949, 8.681782899999952]",generator,,,solar,,Way,nigeria
34,859199548,"[9.470614749999948, 8.68198184999995]",generator,,,solar,,Way,nigeria
35,859199590,"[9.448281699999947, 8.686638399999934]",generator,,,solar,,Way,nigeria
36,215459539,"[6.658996299999985, 7.469614549999994]",generator,,combustion,gas,138 MW,Way,nigeria
37,797705035,"[3.509445979786494, 6.63712477581224]",generator,solar_photovoltaic_panel,photovoltaic,solar,yes,Way,nigeria
38,859199547,"[9.470541849999949, 8.68187559999995]",generator,,,solar,,Way,nigeria
39,797275018,"[3.518362037971814, 6.619641856420911]",generator,solar_photovoltaic_panel,photovoltaic,solar,yes,Way,nigeria
40,608976893,"[7.504750902206033, 6.423475942671147]",generator,,,,,Way,nigeria
41,847216705,"[7.466952341281282, 9.03927779080102]",generator,,,,,Way,nigeria
42,859199587,"[9.448343699999944, 8.686565099999935]",generator,,,solar,,Way,nigeria
43,793364482,"[3.384112278529584, 6.886381341776759]",generator,,,solar,,Way,nigeria
44,705298564,"[4.320886492908295, 7.88995697670664]",generator,,,solar,,Way,nigeria
45,215459538,"[6.6591700999999865, 7.469915349999996]",generator,,combustion,gas,138 MW,Way,nigeria
46,859199589,"[9.448327549999945, 8.686675349999934]",generator,,,solar,,Way,nigeria
