,id,lonlat,tags.power,tags.substation,Type,Area,tags.voltage,tags.frequency,Country
296,202757645.0,"[-13.013818867573294, 26.58703596328574]",substation,traction,Way,10690.0,,,morocco
300,293130158.0,"[-9.515658310164424, 30.413344284086854]",substation,,Way,8210.0,,,morocco
303,892521552.0,"[-7.393497577529626, 32.97863209025185]",substation,,Way,730.0,,,morocco
304,166090341.0,"[-3.868985440696201, 35.1251328522192]",substation,transmission,Way,12240.0,225000;60000,,morocco
305,549920580.0,"[-6.548436299999998, 31.059986900000027]",substation,coverter,Way,620.0,,,morocco
306,167908818.0,"[-6.0469778568656745, 35.040274814846505]",substation,transmission,Way,46490.0,225000,,morocco
307,175814937.0,"[-6.0218620539724785, 35.485463170127595]",substation,,Way,2580.0,,,morocco
311,200906153.0,"[-7.343702726732202, 31.69666692848197]",substation,transmission,Way,49310.0,225000;60000,,morocco
313,750942736.0,"[-6.696665235229436, 32.696365975055016]",substation,,Way,2700.0,60000,,morocco
314,167142057.0,"[-4.541019749999977, 34.094499]",substation,,Way,4320.0,,,morocco
317,881738414.0,"[-6.502389399999949, 32.110597799999944]",substation,,Way,1490.0,,,morocco
319,364237956.0,"[-5.234456891259386, 35.278538958778164]",substation,,Way,1670.0,,,morocco
321,144011974.0,"[-9.665879623744495, 29.704108956953437]",substation,transmission,Way,33260.0,225000,,morocco
322,131591106.0,"[-7.6958124671053625, 33.549986898506745]",substation,transmission,Way,25950.0,225000,,morocco
323,251679143.0,"[-6.136710669376017, 32.57066450382538]",substation,transmission,Way,16490.0,225000,,morocco
327,580678911.0,"[-8.06289210466736, 31.575400842371877]",substation,,Way,31880.0,,,morocco
328,202757648.0,"[-13.076614714441256, 26.66801307996284]",substation,traction,Way,11850.0,,,morocco
330,215403934.0,"[-8.767518621850085, 32.04018956053132]",substation,transmission,Way,134390.0,225000,,morocco
332,834066956.0,"[-2.1904692612035737, 34.310851094198924]",substation,,Way,14280.0,,,morocco
333,207823867.0,"[-2.9758274836167278, 35.03118561195203]",substation,,Way,6270.0,,,morocco
334,883979007.0,"[-5.26914215841463, 33.959572172053484]",substation,,Way,4340.0,,,morocco
335,307531018.0,"[-1.7661810876046176, 34.47863356763359]",substation,,Way,2980.0,,,morocco
336,280267127.0,"[-6.626850700000006, 34.23858349999999]",substation,,Way,24390.0,,,morocco
339,584054181.0,"[-6.021842905888336, 33.827354636600916]",substation,,Way,4570.0,,,morocco
340,253848726.0,"[-5.92647717207693, 34.89096016783559]",substation,,Way,2260.0,,,morocco
341,271291175.0,"[-5.72950657324726, 31.355925868786287]",substation,,Way,2310.0,,,morocco
345,598553245.0,"[-3.989101003696558, 35.16419448236276]",substation,,Way,5910.0,,,morocco
347,143628748.0,"[-7.6170594609230875, 33.54117974729713]",substation,transmission,Way,40810.0,225000,,morocco
351,202666012.0,"[-12.854375182360824, 26.32086461574076]",substation,traction,Way,12860.0,,,morocco
353,883372506.0,"[-8.607633933218818, 32.11058315103607]",substation,,Way,4650.0,,,morocco
355,122404136.0,"[-5.830820810631728, 35.77263464175071]",substation,,Way,40.0,,,morocco
356,750455883.0,"[-5.006340900000019, 33.98799459999989]",substation,transition,Way,540.0,,,morocco
357,891114552.0,"[-8.364478150000009, 33.267999599999726]",substation,,Way,1420.0,,,morocco
360,395913941.0,"[-7.922634969934061, 31.638004159882616]",substation,,Way,39750.0,,,morocco
364,207997682.0,"[-6.583608061670906, 32.22232847165197]",substation,transmission,Way,48300.0,225000;150000,,morocco
365,592433421.0,"[-7.594539930063663, 33.53459490668526]",substation,,Way,20.0,,,morocco
366,739656587.0,"[-5.3776077562851645, 35.84574660660252]",substation,,Way,6180.0,,,morocco
371,881435469.0,"[-5.380909175440092, 33.90105739125128]",substation,,Way,2680.0,,,morocco
373,131408509.0,"[-8.510718878483818, 33.10033165627904]",substation,transmission,Way,90960.0,225000,,morocco
374,359251299.0,"[-14.454085312092712, 26.143423445838827]",substation,,Way,4330.0,,,morocco
375,253716311.0,"[-6.107619446782232, 34.42623879051008]",substation,,Way,2860.0,,,morocco
378,143767119.0,"[-3.958334759386577, 34.268740135849285]",substation,transmission,Way,39380.0,225000;60000,,morocco
379,331585366.0,"[-7.929057940834972, 32.726954618505005]",substation,transmission,Way,4930.0,,,morocco
382,205145918.0,"[-5.238293508342859, 33.4605288584516]",substation,transmission,Way,4770.0,60000,,morocco
386,202757647.0,"[-13.248158700000024, 26.862920100000046]",substation,traction,Way,11350.0,,,morocco
389,592209277.0,"[-7.592445300000023, 33.53597929999994]",substation,,Way,20.0,,,morocco
390,596682502.0,"[-7.282159006835978, 33.73611834800245]",substation,,Way,2010.0,,,morocco
392,475878806.0,"[-7.156761897293994, 33.58880819692639]",substation,,Way,3590.0,,,morocco
394,408736809.0,"[-2.447170266886756, 34.87248435235361]",substation,transmission,Way,56700.0,225000;60000,,morocco
396,331690676.0,"[-7.725831631083948, 33.49184776055134]",substation,,Way,5000.0,,,morocco
49,211935323.0,"[35.40525317438476, -17.78124707160456]",substation,transmission,Way,29470.0,220000,,mozambique
54,179859644.0,"[39.21802283097176, -15.124600183035351]",substation,transmission,Way,51020.0,220000;110000,,mozambique
56,666203389.0,"[34.63286698904085, -19.530346823085555]",substation,transmission,Way,2950.0,110000,,mozambique
57,366537906.0,"[40.02300218779352, -11.518537125784523]",substation,transmission,Way,6130.0,110000,,mozambique
62,666309916.0,"[33.48882794093377, -19.139226068283257]",substation,transmission,Way,3150.0,110000,,mozambique
64,407465391.0,"[39.25279332704183, -15.1142573026531]",substation,transmission,Way,23030.0,110000,,mozambique
49,5899097466.0,"[18.120915600000053, -25.8898583]",substation,,Node,,,,namibia
54,5298268965.0,"[14.847351899999655, -19.632588800000477]",substation,,Node,,,,namibia
49,449555573.0,"[17.21712003156581, -20.64378072183582]",substation,,Way,1920.0,,,namibia
54,413155070.0,"[16.767393798594963, -27.961046616392213]",substation,transmission,Way,3510.0,,,namibia
56,195939699.0,"[19.097072242242913, -24.16008297538629]",substation,transition,Way,3430.0,,,namibia
57,197867608.0,"[17.182014606320543, -18.620071019501538]",substation,transition,Way,510.0,132000,,namibia
62,577406095.0,"[16.94461658421137, -22.085303116530206]",substation,,Way,650.0,,,namibia
64,725112976.0,"[18.21000450000015, -22.362617699999948]",substation,,Way,720.0,,,namibia
96,718832974.0,"[17.02176933839416, -22.247609035745874]",substation,,Way,1340.0,,,namibia
97,559472334.0,"[19.56935610000002, -17.879654749999958]",substation,,Way,1500.0,,,namibia
121,197867606.0,"[16.290019183134802, -18.10851680166176]",substation,transmission,Way,8850.0,132000,,namibia
122,715410850.0,"[17.46564049848707, -22.504503232263055]",substation,,Way,1120.0,,,namibia
129,474659977.0,"[16.63259890630025, -20.460764721108504]",substation,,Way,4380.0,,,namibia
142,557389542.0,"[15.945017783296823, -17.88853716636863]",substation,,Way,1730.0,,,namibia
145,555951180.0,"[16.166234286992925, -20.101860558935016]",substation,,Way,2950.0,,,namibia
147,586362589.0,"[15.006036770857644, -22.135956454286223]",substation,,Way,600.0,,,namibia
148,315321454.0,"[15.287764798776138, -22.136790966449706]",substation,transmission,Way,12670.0,,,namibia
149,559472314.0,"[19.360758000000015, -17.867935049999964]",substation,,Way,420.0,,,namibia
151,370366699.0,"[17.055581582588637, -22.61746160292354]",substation,,Way,3730.0,,,namibia
153,715410847.0,"[17.595798750000085, -22.453276800000047]",substation,,Way,2620.0,,,namibia
157,225510263.0,"[16.473399763423668, -20.61045468721906]",substation,transmission,Way,168030.0,,,namibia
162,417926804.0,"[15.846434313997333, -21.942443075598558]",substation,transmission,Way,2270.0,,,namibia
49,266617120.0,"[8.846121611895587, 9.987535412911395]",substation,transmission,Way,51110.0,,,nigeria
54,395182311.0,"[8.475353143211098, 11.928176524331233]",substation,,Way,85620.0,,,nigeria
56,696041193.0,"[5.095504968495981, 8.152331590297834]",substation,transmission,Way,22300.0,132000,,nigeria
57,655276470.0,"[5.4612192000000235, 10.38027545000003]",substation,,Way,12220.0,,,nigeria
62,706082455.0,"[3.3483028302571185, 6.495247838006056]",substation,transmission,Way,2630.0,,,nigeria
64,395182307.0,"[9.34890007628636, 11.689944701506473]",substation,transmission,Way,4900.0,132000,,nigeria
96,450633665.0,"[7.059621309496694, 5.480889429060274]",substation,,Way,13550.0,,,nigeria
97,837260363.0,"[7.574545499999986, 4.56772080000003]",substation,,Way,2750.0,,,nigeria
121,565939359.0,"[5.207064232687714, 13.028435379177191]",substation,,Way,6490.0,,,nigeria
122,840942028.0,"[5.681904433283661, 6.410829524467453]",substation,transmission,Way,6040.0,,,nigeria
129,574204248.0,"[6.664048832491551, 5.389329379813588]",substation,,Way,14440.0,,,nigeria
142,548724506.0,"[7.537766085305927, 6.45659910321492]",substation,,Way,44380.0,,,nigeria
145,564430566.0,"[8.339195308229401, 5.070411891137429]",substation,transmission,Way,25650.0,330000;132000,,nigeria
147,564455680.0,"[3.3358439909509587, 7.113092652609122]",substation,transmission,Way,13260.0,,,nigeria
148,777036383.0,"[3.6697174067224543, 6.670355036441156]",substation,,Way,2210.0,,,nigeria
149,547224698.0,"[5.916037243008772, 5.542932976294354]",substation,,Way,13000.0,,,nigeria
151,655273150.0,"[7.272609789653167, 6.257881715878634]",substation,,Way,7890.0,,,nigeria
153,553583743.0,"[8.589045964868843, 12.022617921178455]",substation,,Way,28300.0,,,nigeria
157,108020976.0,"[3.206888387158706, 6.654604195035278]",substation,,Way,25270.0,,,nigeria
162,565165238.0,"[7.617272766112187, 12.968775468600063]",substation,,Way,19930.0,,,nigeria
49,1983304058.0,"[22.028246199999977, -33.224055400000026]",substation,,Node,,,,south-africa
54,4460375484.0,"[18.69841119999995, -33.84767099999984]",substation,,Node,,,,south-africa
56,1987458829.0,"[22.043721999999963, -33.25690319999996]",substation,,Node,,,,south-africa
57,1987459795.0,"[22.043936599999963, -33.25805149999996]",substation,,Node,,,,south-africa
62,3246103286.0,"[18.841251700000043, -33.96860870000006]",substation,,Node,,,,south-africa
64,1983304054.0,"[22.019888399999974, -33.20402080000003]",substation,,Node,,,,south-africa
49,208749743.0,"[29.924307965216304, -23.065477003037877]",substation,transmission,Way,23210.0,132000,,south-africa
54,693869805.0,"[27.087027231481535, -25.406402618493015]",substation,transmission,Way,140090.0,400000;132000,,south-africa
56,456947808.0,"[29.201981777300897, -26.9366862080216]",substation,traction,Way,1310.0,88000,,south-africa
57,219840898.0,"[29.771904942035263, -27.142605727221092]",substation,traction,Way,640.0,88000,,south-africa
62,184588021.0,"[27.99037390692139, -25.586834077876993]",substation,,Way,16240.0,,,south-africa
64,802149255.0,"[28.0845711363298, -26.437500979447677]",substation,,Way,1200.0,,,south-africa
96,888622781.0,"[28.643763445508114, -28.49088064345697]",substation,,Way,60.0,,,south-africa
97,855634441.0,"[30.992573515800416, -29.713256793091475]",substation,,Way,830.0,,,south-africa
121,235790770.0,"[29.843079441071897, -25.89076200933338]",substation,traction,Way,1790.0,132000,,south-africa
122,270262488.0,"[30.874173776626645, -27.419007911445355]",substation,traction,Way,1320.0,88000,,south-africa
129,731980333.0,"[30.818956403658206, -26.036765332657772]",substation,,Way,530.0,,,south-africa
142,457697032.0,"[27.991868834701023, -26.590318466871253]",substation,traction,Way,1580.0,88000,,south-africa
145,256769759.0,"[29.84361025002123, -25.455042166695723]",substation,traction,Way,2090.0,132000,,south-africa
147,178252032.0,"[27.637784536063876, -26.812223295276702]",substation,transmission,Way,202160.0,275000;132000,,south-africa
148,200232961.0,"[27.567290649464475, -23.70307286416882]",substation,transmission,Way,236280.0,400000;132000,,south-africa
149,460409732.0,"[23.670189266783282, -33.7952926436886]",substation,,Way,4010.0,,,south-africa
151,134636553.0,"[30.99929024999997, -25.49370365000005]",substation,,Way,3550.0,,,south-africa
153,799536358.0,"[28.75236933269989, -26.11901297453759]",substation,traction,Way,3230.0,,,south-africa
157,200336636.0,"[27.96471786956395, -25.727206361702688]",substation,transmission,Way,11720.0,88000,,south-africa
162,223477507.0,"[21.99509898021733, -28.740786553795594]",substation,traction,Way,770.0,,,south-africa
170,829417115.0,"[28.303272651658855, -26.208574908591213]",substation,,Way,8160.0,,,south-africa
174,755769391.0,"[31.272528100000024, -24.93128709999987]",substation,,Way,750.0,,,south-africa
176,549433479.0,"[29.84995419999989, -24.30205934999995]",substation,,Way,2360.0,,,south-africa
178,179856840.0,"[31.944655121283713, -25.43369901034572]",substation,transmission,Way,42180.0,275000;132000,,south-africa
184,803874432.0,"[27.910550476265435, -26.6833627890371]",substation,,Way,3520.0,,,south-africa
185,262495875.0,"[31.524745553382907, -25.49450527895143]",substation,transmission,Way,17180.0,132000,,south-africa
190,488862107.0,"[31.566281900000032, -23.971723199999882]",substation,,Way,190.0,,,south-africa
200,209976655.0,"[29.598324592696468, -26.031532541411835]",substation,transmission,Way,141290.0,400000,,south-africa
202,184187965.0,"[30.932633776858744, -29.932066095805048]",substation,transmission,Way,20180.0,132000,,south-africa
205,428809677.0,"[18.46698687565612, -34.038595910763426]",substation,,Way,4520.0,,,south-africa
208,91979987.0,"[20.533493300000064, -33.24389419999994]",substation,traction,Way,830.0,132000,,south-africa
211,283999246.0,"[19.920372188481032, -33.4090787775927]",substation,,Way,1120.0,,,south-africa
212,148931382.0,"[24.95805590000001, -28.02325999999993]",substation,traction,Way,3410.0,132000,,south-africa
214,700912754.0,"[27.307440319609704, -26.466455095445504]",substation,,Way,10500.0,132000,,south-africa
216,810620144.0,"[28.47655619154411, -26.588517229150924]",substation,,Way,2490.0,,,south-africa
218,178240540.0,"[27.664189652177463, -26.44872708406425]",substation,transmission,Way,7140.0,275000,,south-africa
219,256646221.0,"[29.832291914179415, -26.51274994474212]",substation,traction,Way,2040.0,88000,,south-africa
225,411422195.0,"[23.3125614525321, -29.386820631335045]",substation,transmission,Way,3420.0,132000,,south-africa
227,167542263.0,"[20.595588471678482, -32.93242253930633]",substation,,Way,7600.0,,,south-africa
228,663315720.0,"[29.25606922021269, -22.988992220589257]",substation,,Way,4030.0,,,south-africa
230,216999568.0,"[24.010933031824642, -30.6430652159858]",substation,transmission,Way,9130.0,132000,,south-africa
233,191254307.0,"[24.334810853132236, -28.396776934871973]",substation,traction,Way,1730.0,132000,,south-africa
240,203541885.0,"[29.20323305453227, -26.94495388812929]",substation,transmission,Way,17740.0,132000;88000,,south-africa
242,395459424.0,"[28.009695902684463, -26.064497928027397]",substation,,Way,4800.0,,,south-africa
245,326954596.0,"[18.87203289108747, -34.112592658501576]",substation,,Way,4640.0,,,south-africa
246,714431178.0,"[18.461981628654772, -34.05167237392798]",substation,,Way,560.0,,,south-africa
247,631673098.0,"[28.813274250000024, -31.642355750000114]",substation,transmission,Way,144270.0,400000;132000,,south-africa
249,90137773.0,"[27.807599748345798, -32.98759338378366]",substation,transmission,Way,50640.0,132000,,south-africa
251,685739761.0,"[26.19596720731261, -29.165545867745326]",substation,substation,Way,50.0,,,south-africa
253,878692942.0,"[27.749170879556054, -26.59092536942081]",substation,traction,Way,980.0,,,south-africa
256,375610828.0,"[31.549457340305942, -28.722957870462487]",substation,,Way,2930.0,,,south-africa
257,411060127.0,"[25.129609628459438, -30.71954041354166]",substation,minor_distribution,Way,2130.0,,,south-africa
261,549345274.0,"[31.050708068721505, -24.675839305274362]",substation,,Way,5300.0,,,south-africa
262,191036780.0,"[24.830441654711993, -28.68727403879965]",substation,transition,Way,1120.0,,,south-africa
264,87893727.0,"[24.85232890000005, -28.264916550000045]",substation,transition,Way,1180.0,,,south-africa
269,715182535.0,"[31.251526771321817, -24.968303339131822]",substation,transmission,Way,4890.0,132000,,south-africa
270,732783905.0,"[29.14492349091181, -26.89538946499939]",substation,traction,Way,2270.0,,,south-africa
272,857736666.0,"[18.483744610743432, -34.088302180189466]",substation,minor_distribution,Way,30.0,,,south-africa
275,237635281.0,"[25.61892925681722, -25.825636685191302]",substation,,Way,15360.0,,,south-africa
277,814776179.0,"[18.024603751444946, -32.977181362761655]",substation,,Way,25640.0,,,south-africa
278,363465255.0,"[27.38895151634489, -24.76352239723755]",substation,transmission,Way,4920.0,132000,,south-africa
280,238322344.0,"[30.089746342651306, -26.618763218674303]",substation,transmission,Way,134920.0,400000,,south-africa
282,182042518.0,"[18.46316263871565, -33.59165282030939]",substation,,Way,161850.0,,,south-africa
286,446572952.0,"[18.722466087141065, -33.829571344324805]",substation,transmission,Way,6870.0,,,south-africa
288,663042844.0,"[22.595139873881124, -28.211891917873118]",substation,transmission,Way,38820.0,275000,,south-africa
293,871860170.0,"[25.423758548921242, -33.786552867056635]",substation,,Way,9980.0,,,south-africa
294,81813288.0,"[28.07102083382083, -26.21088492469055]",substation,transition,Way,4210.0,88000,,south-africa
295,926404545.0,"[29.857443314852702, -25.591626096662804]",substation,,Way,7200.0,,,south-africa
296,261141676.0,"[28.828139181052762, -28.216522504708003]",substation,traction,Way,1400.0,88000,,south-africa
300,312981424.0,"[29.123686650000018, -26.50693949999992]",substation,transmission,Way,9040.0,88000,,south-africa
303,685288968.0,"[27.34219324999998, -24.827738649999944]",substation,,Way,7640.0,,,south-africa
304,689371003.0,"[18.46074830542203, -34.08743391586183]",substation,,Way,20.0,,,south-africa
305,651586944.0,"[29.721572746148276, -28.357201407452695]",substation,,Way,5310.0,,,south-africa
306,256769752.0,"[29.783966100000043, -25.780767949999962]",substation,traction,Way,1000.0,132000,,south-africa
307,651628480.0,"[30.053742300000017, -27.738375950000023]",substation,,Way,5640.0,,,south-africa
311,396953547.0,"[24.866269130173432, -33.35230352912825]",substation,transmission,Way,16990.0,132000,,south-africa
313,698993695.0,"[18.45640081887976, -34.07579510335264]",substation,minor_distribution,Way,20.0,,,south-africa
314,188641663.0,"[30.964696800951558, -29.795496821970772]",substation,transmission,Way,11570.0,132000,,south-africa
317,734595937.0,"[28.17074256759762, -25.657645700591008]",substation,,Way,450.0,,,south-africa
319,549619199.0,"[26.02652280296879, -26.201226685210898]",substation,transmission,Way,2560.0,88000,,south-africa
321,220180352.0,"[30.14912674999977, -25.72507525000004]",substation,transition,Way,960.0,,,south-africa
322,549419069.0,"[28.375119999999953, -28.011370650000018]",substation,,Way,11280.0,,,south-africa
323,197060002.0,"[30.944556518598354, -29.95082160184134]",substation,,Way,42490.0,,,south-africa
327,162871098.0,"[18.803132639088986, -29.297131935585742]",substation,transmission,Way,180490.0,400000;220000;66000,,south-africa
328,871851664.0,"[28.203394949999893, -26.142534549999976]",substation,,Way,3610.0,,,south-africa
330,195445468.0,"[20.331328335479785, -34.14940109869208]",substation,transmission,Way,14000.0,132000,,south-africa
332,220947195.0,"[27.401935449999954, -25.710997949999815]",substation,transmission,Way,10670.0,88000,,south-africa
333,805462432.0,"[25.434939190928084, -33.927598717129044]",substation,transmission,Way,13830.0,132000,,south-africa
334,661054684.0,"[24.27069748735372, -30.543601636842304]",substation,transmission,Way,17880.0,132000,,south-africa
335,202745519.0,"[24.679868570562984, -27.77656311649718]",substation,transmission,Way,6270.0,132000,,south-africa
336,125432787.0,"[30.816189259969242, -27.771281913069604]",substation,traction,Way,1800.0,,,south-africa
339,530647961.0,"[24.131399300000034, -30.16127395000004]",substation,,Way,6040.0,,,south-africa
340,695624295.0,"[29.382330262317527, -23.9666923936105]",substation,,Way,1210.0,,,south-africa
341,353690471.0,"[30.40155970000006, -28.027424900000003]",substation,traction,Way,930.0,88000,,south-africa
345,75136015.0,"[28.08054200002877, -25.921254635035524]",substation,transmission,Way,363340.0,400000;275000,,south-africa
347,813477899.0,"[18.976704497438245, -33.73996659662732]",substation,,Way,5760.0,,,south-africa
351,803885028.0,"[28.18738925, -26.230653049999987]",substation,,Way,1930.0,,,south-africa
353,96638624.0,"[29.019222558169258, -24.174396164482093]",substation,,Way,4170.0,132000,,south-africa
355,790586469.0,"[31.082122700000053, -24.78902289999989]",substation,,Way,11970.0,,,south-africa
356,136019706.0,"[31.126387612705532, -24.027794305252332]",substation,transmission,Way,176940.0,275000;132000,,south-africa
357,248595077.0,"[29.230349710302427, -26.082401125429417]",substation,,Way,650.0,132000,,south-africa
360,181280769.0,"[30.990182049999994, -29.889111400000022]",substation,traction,Way,1380.0,,,south-africa
364,103232980.0,"[31.8261612714653, -28.91504493293994]",substation,traction,Way,2300.0,132000;3000,,south-africa
365,178240537.0,"[27.66529039680972, -26.448942892270637]",substation,transition,Way,11350.0,,,south-africa
366,244622100.0,"[28.17049276692505, -25.657656325449075]",substation,traction,Way,2100.0,,,south-africa
371,803852464.0,"[30.935989390797282, -30.003620495431086]",substation,,Way,48070.0,,,south-africa
373,377754144.0,"[22.978598999999942, -28.27748110000006]",substation,,Way,380.0,,,south-africa
374,386392728.0,"[27.064659993387163, -28.016235778668126]",substation,,Way,6470.0,,,south-africa
375,921797929.0,"[22.366072426439903, -29.926310716228226]",substation,transmission,Way,8130.0,132000,,south-africa
378,426020152.0,"[18.69840010027399, -33.847524800057656]",substation,,Way,3530.0,,,south-africa
379,545095299.0,"[26.208564326169792, -30.83749799539151]",substation,,Way,10170.0,,,south-africa
382,364020777.0,"[19.321721743849384, -33.364824705240565]",substation,,Way,5380.0,,,south-africa
386,437322671.0,"[18.898180661341115, -34.12942198009167]",substation,,Way,4420.0,66000,,south-africa
389,824163208.0,"[27.682586992693004, -26.223116364362323]",substation,,Way,14590.0,,,south-africa
390,62193952.0,"[18.536570116224947, -33.8839484418169]",substation,transmission,Way,272570.0,400000;132000;66000,,south-africa
392,820465682.0,"[18.465582816550462, -34.040666740277366]",substation,minor_distribution,Way,20.0,,,south-africa
394,219596293.0,"[30.86238633707041, -27.88415884156393]",substation,traction,Way,2670.0,88000,,south-africa
396,685294883.0,"[28.97653697899567, -23.902040245690934]",substation,transmission,Way,135100.0,400000;132000,,south-africa
399,930370005.0,"[27.64941948457858, -25.581161818762197]",substation,transmission,Way,2360.0,88000,,south-africa
401,660841047.0,"[25.28617202795485, -33.90499132055883]",substation,,Way,3250.0,,,south-africa
408,107391770.0,"[30.661135444789906, -29.777845801701833]",substation,transmission,Way,146390.0,400000;275000,,south-africa
410,178968761.0,"[29.08947531440137, -26.69574646541476]",substation,transmission,Way,541050.0,765000;400000,,south-africa
411,216883221.0,"[26.43857448935215, -28.705361722521143]",substation,,Way,4640.0,132000,,south-africa
413,739541962.0,"[18.55668385691137, -33.891287773887605]",substation,minor_distribution,Way,1430.0,,,south-africa
417,454057639.0,"[25.627264918632417, -33.80885108544499]",substation,transition,Way,21230.0,132000,,south-africa
420,248595093.0,"[29.385152807562537, -26.105006721420295]",substation,traction,Way,3420.0,,,south-africa
423,205765437.0,"[27.94073090636046, -25.625492345257157]",substation,transmission,Way,2810.0,88000,,south-africa
425,239911432.0,"[29.07657486481924, -26.84979794627916]",substation,traction,Way,1520.0,88000,,south-africa
426,248721919.0,"[28.830354432309683, -28.47784688349751]",substation,transmission,Way,5610.0,132000,,south-africa
431,850202342.0,"[18.48506653836418, -34.078120648180146]",substation,minor_distribution,Way,30.0,,,south-africa
432,827896913.0,"[18.659973326102016, -34.018819415701756]",substation,traction,Way,4320.0,,,south-africa
437,208749745.0,"[29.782676952440113, -23.373980817786183]",substation,transmission,Way,171980.0,400000;275000;132000,,south-africa
438,663042849.0,"[21.33767467791198, -29.150082226712254]",substation,transmission,Way,67580.0,400000,,south-africa
440,256629760.0,"[29.73947313409099, -28.513480513069574]",substation,traction,Way,940.0,88000,,south-africa
443,702163191.0,"[18.45618978245391, -34.07871526510891]",substation,,Way,30.0,,,south-africa
447,896408453.0,"[30.995580957478325, -29.913960815781852]",substation,,Way,7850.0,,,south-africa
451,256769755.0,"[29.863786850000018, -25.538324749999965]",substation,traction,Way,730.0,132000,,south-africa
452,456814924.0,"[27.832668330326992, -26.127969984643215]",substation,traction,Way,3200.0,,,south-africa
453,621518577.0,"[27.853620146968975, -26.821753982240757]",substation,,Way,3320.0,,,south-africa
455,803872387.0,"[27.92069750000001, -26.68630234999995]",substation,,Way,4870.0,,,south-africa
461,810571619.0,"[28.661266010796783, -26.692308272311912]",substation,,Way,2200.0,,,south-africa
462,99554482.0,"[27.162631043377726, -32.83604871994216]",substation,transmission,Way,17340.0,132000,,south-africa
464,83945758.0,"[27.801637753667794, -26.150282541353867]",substation,,Way,7520.0,,,south-africa
465,630349641.0,"[27.99330889999995, -31.701772600000066]",substation,transition,Way,4910.0,,,south-africa
468,804707966.0,"[25.608827936909282, -33.88546318131491]",substation,,Way,3440.0,,,south-africa
470,245001795.0,"[27.02926151992863, -26.738412743348075]",substation,,Way,3290.0,,,south-africa
471,450748115.0,"[30.658408908889093, -29.801314350449147]",substation,,Way,1490.0,,,south-africa
473,230083000.0,"[30.10487784515109, -29.442978741935462]",substation,traction,Way,3400.0,88000,,south-africa
474,91979997.0,"[20.981572054440257, -33.17725196977694]",substation,traction,Way,3710.0,132000,,south-africa
477,368129099.0,"[19.295094741456964, -33.361018488596685]",substation,,Way,3090.0,,,south-africa
479,804228691.0,"[30.61164208837831, -29.71835634307611]",substation,,Way,15840.0,,,south-africa
482,252829772.0,"[28.633009688759284, -25.772987060243967]",substation,traction,Way,2430.0,88000,,south-africa
483,460813762.0,"[27.270076897776786, -25.258064872557604]",substation,transmission,Way,5480.0,88000,,south-africa
485,100421922.0,"[23.044807668183463, -28.304511551407394]",substation,traction,Way,3790.0,132000,,south-africa
486,842505824.0,"[28.000163299999993, -25.619511200000076]",substation,,Way,2540.0,,,south-africa
487,177205637.0,"[27.569334582576843, -23.655737248284318]",substation,transmission,Way,14450.0,132000,,south-africa
489,805574154.0,"[18.60665591616315, -33.94016738312622]",substation,,Way,1180.0,,,south-africa
493,223070252.0,"[29.460818094556814, -25.61137044420122]",substation,transmission,Way,5640.0,132000,,south-africa
494,191039161.0,"[24.794719295939792, -28.452271973064367]",substation,traction,Way,890.0,132000,,south-africa
495,477895460.0,"[27.33555556746358, -25.635657082154818]",substation,transmission,Way,11240.0,88000,,south-africa
498,61740510.0,"[18.840491060887754, -34.09147648682133]",substation,,Way,6420.0,,,south-africa
506,222021658.0,"[27.80139981496328, -25.702990012267982]",substation,transmission,Way,5020.0,88000,,south-africa
507,258921536.0,"[28.06574861840841, -25.607289238618012]",substation,traction,Way,3610.0,88000,,south-africa
509,193465388.0,"[16.60015309480061, -28.546046568567704]",substation,transmission,Way,20110.0,220000;66000,,south-africa
510,694159461.0,"[18.399868250000047, -33.91325475]",substation,minor_distribution,Way,20.0,,,south-africa
512,455581643.0,"[27.94999019999997, -26.21198555000001]",substation,traction,Way,2210.0,,,south-africa
514,740842613.0,"[30.98639107467294, -25.37543136782346]",substation,,Way,5290.0,,,south-africa
518,863466516.0,"[18.976528896152118, -33.73299901643675]",substation,,Way,1820.0,,,south-africa
519,803211963.0,"[25.569515049999954, -33.955035949999996]",substation,,Way,90.0,,,south-africa
521,191261571.0,"[23.96301972385134, -28.262537891608204]",substation,transition,Way,1380.0,,,south-africa
526,247956797.0,"[29.796424074216866, -28.540566660950653]",substation,traction,Way,4870.0,88000,,south-africa
528,778793925.0,"[26.409481645075402, -24.841399984163925]",substation,transmission,Way,3850.0,132000,,south-africa
529,454917342.0,"[30.968754326474823, -29.87819918269048]",substation,transition,Way,1410.0,132000,,south-africa
532,132801191.0,"[30.262699149999996, -25.65366825]",substation,traction,Way,740.0,132000,,south-africa
533,274792136.0,"[28.445996002738262, -26.2231007163297]",substation,,Way,12080.0,132000,,south-africa
534,100596138.0,"[24.863364949999962, -28.17406185000002]",substation,traction,Way,3570.0,132000,,south-africa
535,320360651.0,"[18.715131499999927, -34.05188075000055]",substation,,Way,17270.0,,,south-africa
536,689367604.0,"[18.46064251517843, -34.04767497604872]",substation,,Way,20.0,,,south-africa
538,185768178.0,"[26.91419804999998, -28.10227314999999]",substation,transmission,Way,54940.0,132000,,south-africa
