,id,lonlat,tags.power,tags.substation,Type,Area,tags.voltage,tags.frequency,Country
1117,804634883.0,"[27.08789904999983, -25.37128084999989]",substation,transmission,Way,17170.0,132000,,south-africa
1118,167542261.0,"[20.594486560689248, -32.932353554409936]",substation,,Way,12000.0,,,south-africa
1122,62218069.0,"[18.6050818952764, -34.02115527482469]",substation,transmission,Way,14540.0,132000,,south-africa
1123,224290097.0,"[30.457321204454686, -23.003952917107092]",substation,transmission,Way,12380.0,132000,,south-africa
1127,226957428.0,"[29.579016630240698, -26.30587976824119]",substation,traction,Way,1440.0,132000,,south-africa
1128,455498147.0,"[28.24587418353079, -25.894866874193365]",substation,transmission,Way,131900.0,400000;275000;132000,,south-africa
1129,170672051.0,"[29.11019581882201, -25.829464659008806]",substation,transmission,Way,201250.0,400000;132000,,south-africa
1130,215486169.0,"[23.007920128272904, -27.380804212125955]",substation,transition,Way,970.0,132000,,south-africa
1131,223270107.0,"[24.746602957676135, -26.961049156153805]",substation,transmission,Way,5690.0,132000,,south-africa
1132,256629764.0,"[29.994577142309346, -27.909407054203985]",substation,traction,Way,2290.0,88000,,south-africa
1133,294687640.0,"[29.446269928855592, -30.317407266829417]",substation,,Way,2600.0,,,south-africa
1134,663042859.0,"[21.53281555, -28.498423950000042]",substation,transmission,Way,5720.0,132000,,south-africa
1135,534086742.0,"[24.68825819919088, -28.52196152862746]",substation,,Way,6980.0,,,south-africa
1137,245364049.0,"[27.950284860670134, -25.788098650948594]",substation,transmission,Way,3000.0,88000,,south-africa
1139,92171290.0,"[24.707048992227048, -28.83015705578447]",substation,traction,Way,1980.0,132000,,south-africa
1140,930733821.0,"[27.425882008521455, -25.715909309446797]",substation,transmission,Way,2950.0,88000,,south-africa
1141,803577379.0,"[25.431210138591986, -33.75406881197446]",substation,,Way,7530.0,,,south-africa
1143,92343043.0,"[24.880663138327904, -28.723784719195503]",substation,transmission,Way,197540.0,275000;132000,,south-africa
1144,259645273.0,"[24.7861600157754, -27.751337432753196]",substation,,Way,5500.0,,,south-africa
1146,260043120.0,"[27.160320350000003, -32.318837799999976]",substation,traction,Way,5610.0,132000,,south-africa
1147,283935872.0,"[18.981611995191024, -33.51202689508414]",substation,traction,Way,6060.0,66000,,south-africa
1148,261058910.0,"[24.085573002185413, -30.453065117279465]",substation,traction,Way,2150.0,132000,,south-africa
1149,740842618.0,"[30.979787499999986, -25.38073000000002]",substation,,Way,1680.0,,,south-africa
1151,937830846.0,"[31.108139980324594, -23.97555234087525]",substation,traction,Way,1300.0,132000,,south-africa
1152,643187978.0,"[25.99774979917323, -32.87553470551328]",substation,transmission,Way,14510.0,132000,,south-africa
1153,747949710.0,"[28.81718138624765, -26.064336192475363]",substation,,Way,1630.0,,,south-africa
1155,83888980.0,"[27.845051763533146, -26.173098498246688]",substation,transmission,Way,132630.0,275000;88000,,south-africa
1156,914676069.0,"[22.535935550000016, -34.011234600000115]",substation,,Way,10.0,,,south-africa
1157,100421919.0,"[21.99522162926924, -28.739245615430008]",substation,transmission,Way,44640.0,275000;132000,,south-africa
1158,267163102.0,"[27.953652199999848, -27.29020914999954]",substation,,Way,7330.0,,,south-africa
1159,285801062.0,"[31.520903941171984, -25.676153169534768]",substation,,Way,4870.0,,,south-africa
1160,685009010.0,"[20.668465649999973, -32.39569224999998]",substation,,Way,3350.0,,,south-africa
1161,209979784.0,"[29.475368075152886, -26.093305533280933]",substation,transmission,Way,12210.0,132000,,south-africa
1163,545072436.0,"[26.440580011467386, -31.48010245724117]",substation,,Way,11510.0,,,south-africa
1164,223270109.0,"[25.126516300000034, -26.81204244999994]",substation,transmission,Way,1680.0,132000,,south-africa
1165,270262489.0,"[30.787283457294084, -27.54159429922964]",substation,traction,Way,2430.0,88000,,south-africa
1166,549419092.0,"[28.315957199999932, -26.53212580000002]",substation,,Way,1530.0,,,south-africa
1167,182408077.0,"[27.30583665396484, -26.423135903483498]",substation,transmission,Way,28940.0,275000;132000,,south-africa
1170,929144023.0,"[26.23882980293102, -26.24650489360581]",substation,traction,Way,2380.0,132000,,south-africa
1171,863563821.0,"[18.988229779976994, -33.69967273356243]",substation,,Way,14930.0,,,south-africa
1172,216142326.0,"[28.16246759806089, -26.27673963152208]",substation,transmission,Way,14610.0,88000,,south-africa
1173,680575398.0,"[28.514582833461, -27.552072598280034]",substation,,Way,2610.0,,,south-africa
1174,256633185.0,"[29.976844600000014, -27.824136300000063]",substation,traction,Way,810.0,,,south-africa
1175,227979438.0,"[28.109832106972227, -32.33231397043757]",substation,transmission,Way,30820.0,132000;66000,,south-africa
1177,758162374.0,"[18.4694399697201, -33.99465857382141]",substation,minor_distribution,Way,330.0,,,south-africa
1178,214401255.0,"[23.415866697509294, -28.345452917608227]",substation,traction,Way,1430.0,132000,,south-africa
1180,507063192.0,"[25.41197371691185, -26.140218260948398]",substation,transmission,Way,3820.0,88000,,south-africa
1182,663315721.0,"[27.991713000000004, -23.073431999999876]",substation,transmission,Way,9170.0,132000,,south-africa
1183,90454383.0,"[25.632831237644357, -33.71983020139476]",substation,transmission,Way,276200.0,400000;220000;132000,,south-africa
1185,530398523.0,"[28.04427891821625, -26.64001059617583]",substation,,Way,550.0,,,south-africa
1186,691100134.0,"[18.47716588093417, -34.09203569182331]",substation,minor_distribution,Way,30.0,,,south-africa
1187,641020889.0,"[25.59388009354361, -25.908092168129407]",substation,,Way,5030.0,,,south-africa
1188,90099066.0,"[25.31040135000008, -31.76050334999999]",substation,traction,Way,5070.0,132000,,south-africa
1189,663315722.0,"[29.3598454950276, -24.042284968518917]",substation,,Way,4920.0,,,south-africa
1191,105742371.0,"[28.38023299109391, -26.54088395526861]",substation,traction,Way,1780.0,,,south-africa
1193,88446823.0,"[24.664717448275944, -31.001803034284734]",substation,traction,Way,3990.0,132000,,south-africa
1194,102212751.0,"[26.159938900000064, -29.124209699999945]",substation,transmission,Way,16030.0,132000,,south-africa
1196,379023163.0,"[28.517653584525252, -26.79612263202343]",substation,,Way,2060.0,88000,,south-africa
1197,244221119.0,"[29.090990158694424, -26.04472338771963]",substation,transmission,Way,31900.0,132000;88000,,south-africa
1198,203810839.0,"[25.909707687211164, -27.38567992058105]",substation,traction,Way,3890.0,132000,,south-africa
1199,90267810.0,"[27.857721723313247, -32.96786095264413]",substation,traction,Way,4500.0,132000,,south-africa
1200,856538554.0,"[18.465649750000022, -34.06125655000012]",substation,minor_distribution,Way,0.0,,,south-africa
1201,214705997.0,"[27.463735910148042, -29.29418447554244]",substation,,Way,4230.0,,,south-africa
1202,198965180.0,"[22.35614832427076, -33.76466325581086]",substation,transmission,Way,5590.0,132000,,south-africa
1203,372724074.0,"[31.275664698674834, -29.355297637856175]",substation,,Way,3450.0,,,south-africa
1204,694791396.0,"[18.55323702534285, -34.078000434595666]",substation,,Way,30.0,,,south-africa
1205,257479865.0,"[30.364632251961037, -29.634956302002387]",substation,transmission,Way,28440.0,132000;88000,,south-africa
1206,228183139.0,"[26.874207849999852, -33.56630080000029]",substation,transmission,Way,22380.0,132000,,south-africa
1209,268154462.0,"[28.102546249999914, -26.435384900000088]",substation,,Way,2820.0,,,south-africa
1212,686832629.0,"[18.455555097921103, -34.04298395573189]",substation,minor_distribution,Way,1220.0,,,south-africa
1213,801539652.0,"[28.928921519733713, -26.380120064301103]",substation,,Way,8190.0,,,south-africa
1215,801568168.0,"[28.372128599106478, -26.254556107350165]",substation,,Way,930.0,,,south-africa
1217,931565311.0,"[27.538438025226736, -24.93732344195572]",substation,,Way,1150.0,88000,,south-africa
1218,933501640.0,"[29.455111549676545, -24.958059733185923]",substation,transmission,Way,4480.0,132000,,south-africa
1219,230337361.0,"[25.62294112950226, -33.78684583136512]",substation,transmission,Way,18480.0,132000,,south-africa
1220,785593456.0,"[28.510843132886183, -27.27583764402375]",substation,,Way,2310.0,,,south-africa
1222,667893492.0,"[27.991109715827594, -26.73231210161467]",substation,,Way,58140.0,,,south-africa
1225,89176884.0,"[25.618346314339433, -32.14585136012313]",substation,traction,Way,4910.0,132000,,south-africa
1226,139248414.0,"[28.49601452842911, -26.076130263689375]",substation,traction,Way,2850.0,88000,,south-africa
1227,236798860.0,"[26.612997844466452, -26.3465983499708]",substation,transmission,Way,2460.0,132000,,south-africa
1228,928474754.0,"[23.314538949999857, -28.295457100000032]",substation,,Way,1140.0,,,south-africa
1229,194112908.0,"[20.214938204440738, -28.612129983121235]",substation,transmission,Way,2790.0,132000,,south-africa
1230,259442142.0,"[29.235813404064675, -26.074065917338125]",substation,transition,Way,810.0,,,south-africa
1234,107937167.0,"[26.80659184490109, -32.01242989317803]",substation,transmission,Way,94000.0,400000;132000,,south-africa
1235,184565981.0,"[30.171145730811844, -24.622945510466543]",substation,transmission,Way,10070.0,132000,,south-africa
1237,83244979.0,"[27.847871344818298, -26.241044865210686]",substation,transmission,Way,15170.0,132000,,south-africa
1238,416606489.0,"[29.38806529999994, -24.058957300000102]",substation,,Way,3870.0,,,south-africa
1240,87653324.0,"[25.754811299999936, -30.285825699999936]",substation,transmission,Way,4330.0,132000,,south-africa
1241,928474748.0,"[23.011708092403374, -28.241389121277262]",substation,,Way,1260.0,,,south-africa
1243,180072160.0,"[27.85799675895687, -32.90208211292795]",substation,transmission,Way,145180.0,400000;132000,,south-africa
1244,917163455.0,"[31.248854850000082, -24.95955094999981]",substation,transmission,Way,4880.0,132000,,south-africa
1245,682598981.0,"[29.711521819378273, -25.930153493173645]",substation,,Way,3160.0,,,south-africa
1247,184552955.0,"[29.35667968892719, -24.043816151658937]",substation,transmission,Way,266710.0,400000;275000;132000,,south-africa
1248,222825045.0,"[29.8368099, -27.591648299999996]",substation,traction,Way,2030.0,88000,,south-africa
1249,402424524.0,"[18.682604065321495, -33.96757189613638]",substation,transition,Way,1360.0,,,south-africa
1250,235901704.0,"[28.523451428747002, -26.25191226942648]",substation,,Way,1660.0,,,south-africa
1251,451691791.0,"[31.947009490314414, -25.434054219522345]",substation,traction,Way,1230.0,,,south-africa
1252,99596662.0,"[23.397456300000105, -31.312575999999847]",substation,traction,Way,3970.0,132000,,south-africa
1253,918845044.0,"[25.63043409999999, -34.00587985000007]",substation,transition,Way,960.0,,,south-africa
1254,256568116.0,"[30.456673995666986, -28.77827198102989]",substation,,Way,1440.0,,,south-africa
1255,913941198.0,"[30.887298298380408, -29.864786561358578]",substation,transmission,Way,1750.0,,,south-africa
1256,217579470.0,"[24.974204550000007, -29.185897949999944]",substation,transition,Way,900.0,,,south-africa
1257,223477508.0,"[21.63318561751517, -28.95045236448661]",substation,transmission,Way,4560.0,132000,,south-africa
1258,224181014.0,"[23.042642502938122, -28.15360096169292]",substation,traction,Way,1980.0,132000,,south-africa
1260,663042832.0,"[23.391650642053982, -28.294436968052135]",substation,transmission,Way,8640.0,132000,,south-africa
1261,221494097.0,"[27.92283011567868, -26.252168298242264]",substation,,Way,1530.0,,,south-africa
1262,664534570.0,"[30.001855485070656, -26.561164040259513]",substation,traction,Way,2270.0,,,south-africa
1263,763180101.0,"[18.516211611078138, -32.53656399404166]",substation,,Way,7340.0,,,south-africa
1266,226771953.0,"[27.763913718199127, -25.461416892790034]",substation,transmission,Way,4020.0,88000,,south-africa
1268,263390379.0,"[26.2425435, -29.213258550000063]",substation,,Way,3210.0,,,south-africa
1269,915234352.0,"[31.02252366487687, -29.78279115540557]",substation,,Way,3780.0,,,south-africa
1270,90456528.0,"[25.48526744999988, -33.86401334999999]",substation,transmission,Way,4360.0,132000,,south-africa
1272,179136373.0,"[29.39713096378135, -26.805416739989337]",substation,transmission,Way,526510.0,765000;400000,,south-africa
1274,185481654.0,"[29.092395997505935, -26.21001411576808]",substation,transmission,Way,178940.0,275000;132000,,south-africa
1275,248595079.0,"[29.382938899999914, -26.107299899999962]",substation,transition,Way,870.0,132000,,south-africa
1276,651628479.0,"[30.148167437763345, -27.79905447487696]",substation,,Way,6900.0,,,south-africa
1277,809958426.0,"[18.552596271085175, -34.07106459443867]",substation,,Way,0.0,,,south-africa
1279,802233605.0,"[27.851590349999974, -26.597001500000026]",substation,,Way,3960.0,,,south-africa
1280,103079596.0,"[26.783268733761293, -26.901769535259945]",substation,transmission,Way,117380.0,400000;132000;88000,,south-africa
1281,459815169.0,"[27.51609690734651, -25.713324966419897]",substation,transmission,Way,3650.0,88000,,south-africa
1283,107669636.0,"[18.057388773868396, -32.93970231268506]",substation,,Way,1470.0,,,south-africa
1284,648559915.0,"[29.842683820824845, -26.764422217717545]",substation,,Way,3170.0,,,south-africa
1285,219503094.0,"[30.525443557781514, -26.992625976750166]",substation,transmission,Way,5350.0,,,south-africa
1287,450773772.0,"[18.597600286085736, -33.90990516248652]",substation,,Way,1110.0,,,south-africa
1288,616410029.0,"[30.974232749484493, -24.274044167249315]",substation,traction,Way,790.0,132000,,south-africa
1289,706765569.0,"[18.45216756182397, -34.06215733026578]",substation,minor_distribution,Way,20.0,,,south-africa
1291,456814932.0,"[28.02690577912763, -26.206952829161512]",substation,converter,Way,1110.0,88000,,south-africa
1292,804564733.0,"[28.106513233745954, -25.61457536075584]",substation,,Way,1830.0,,,south-africa
1293,662052409.0,"[27.792500650000086, -25.747829650000245]",substation,transmission,Way,4910.0,88000,,south-africa
1295,178240542.0,"[27.66439795094713, -26.450005616781414]",substation,transmission,Way,47260.0,400000;275000,,south-africa
1296,319926644.0,"[18.998483529765625, -33.81744740295645]",substation,transmission,Way,27750.0,132000,,south-africa
1297,203814553.0,"[25.99383883414922, -27.323758946163927]",substation,traction,Way,3810.0,132000,,south-africa
1298,758552934.0,"[30.136962050000058, -26.07449925000002]",substation,,Way,4940.0,,,south-africa
1299,556344333.0,"[28.54264894614205, -26.001993364668312]",substation,traction,Way,2600.0,,,south-africa
1300,636806764.0,"[19.552658298353087, -28.887472083250312]",substation,,Way,990.0,,,south-africa
1301,221662255.0,"[28.14512527398372, -25.920238982684076]",substation,transmission,Way,18910.0,132000,,south-africa
1302,931095072.0,"[27.06482072652555, -25.076654739195245]",substation,transmission,Way,6800.0,132000,,south-africa
1303,264384663.0,"[18.764401053895412, -32.938721623560994]",substation,,Way,17590.0,,,south-africa
1304,136474367.0,"[31.110162125745163, -23.94913100734012]",substation,,Way,17920.0,132000,,south-africa
1306,751130140.0,"[27.31013352531021, -26.322768550629675]",substation,transmission,Way,12510.0,132000,,south-africa
1307,103485619.0,"[28.30957558745595, -28.20652234683196]",substation,traction,Way,1400.0,88000,,south-africa
1311,84273858.0,"[28.188291742640274, -25.829527706763887]",substation,,Way,8960.0,132000,,south-africa
1312,455696418.0,"[28.22369360773432, -26.390297951082268]",substation,traction,Way,2060.0,88000,,south-africa
1313,248595064.0,"[29.517410003979222, -26.098661438849387]",substation,traction,Way,5320.0,132000,,south-africa
1314,242671937.0,"[27.142386145425252, -27.81554692271432]",substation,,Way,2210.0,,,south-africa
1319,169719204.0,"[30.013836454984073, -29.34860852499311]",substation,transmission,Way,35370.0,132000;88000,,south-africa
1320,178944143.0,"[28.026386731373076, -26.207638398913133]",substation,transmission,Way,16800.0,275000;88000,,south-africa
1321,167590542.0,"[22.621116550000046, -32.31992364999993]",substation,traction,Way,4660.0,132000,,south-africa
1322,698987491.0,"[18.459076315904618, -34.07095796632819]",substation,minor_distribution,Way,30.0,,,south-africa
1323,143732632.0,"[27.166381827291886, -25.39452143701937]",substation,traction,Way,2410.0,88000,,south-africa
1324,181366662.0,"[25.703825205065364, -28.72187854676919]",substation,transmission,Way,526240.0,765000;400000,,south-africa
1326,627448170.0,"[28.44244862089759, -26.24928375201764]",substation,,Way,5640.0,,,south-africa
1328,496302277.0,"[24.74393264847755, -27.00990150145954]",substation,transmission,Way,90520.0,400000,,south-africa
1329,437322672.0,"[18.89046765, -34.15054825]",substation,,Way,560.0,,,south-africa
1330,169667552.0,"[21.471479200000125, -33.0674364499999]",substation,traction,Way,660.0,132000,,south-africa
1331,233679665.0,"[29.976186037889526, -27.904264766362708]",substation,transmission,Way,3790.0,88000,,south-africa
1332,455048844.0,"[29.087218437395656, -26.47185327390617]",substation,transmission,Way,10110.0,88000,,south-africa
1333,248604866.0,"[28.500990286936794, -25.841078206387007]",substation,traction,Way,2550.0,,,south-africa
1334,231029640.0,"[30.270223638330783, -29.531385466478383]",substation,traction,Way,860.0,88000,,south-africa
1335,91957674.0,"[22.130293546150273, -32.639772265913685]",substation,traction,Way,7880.0,132000,,south-africa
1337,261469215.0,"[25.988967615815586, -29.15894935317841]",substation,,Way,480.0,,,south-africa
1338,933501643.0,"[29.74431859999996, -25.01204239999998]",substation,transmission,Way,11840.0,132000,,south-africa
1340,259442147.0,"[29.556354611834063, -25.750164962648984]",substation,traction,Way,710.0,132000,,south-africa
1341,459867185.0,"[29.825269749999997, -28.731822349999913]",substation,traction,Way,2460.0,,,south-africa
1345,149126524.0,"[27.80603834969523, -26.66600686234318]",substation,transmission,Way,44840.0,275000;132000,,south-africa
1346,87434264.0,"[27.528051029099984, -26.387003932790428]",substation,transmission,Way,303970.0,400000;132000,,south-africa
1349,833316858.0,"[28.234350968716114, -26.01309105475526]",substation,,Way,3420.0,,,south-africa
1350,28088740.0,"[28.194823816548823, -26.14049055471995]",substation,transmission,Way,62690.0,275000;132000,,south-africa
1351,229785239.0,"[29.859440149579168, -29.002009293705374]",substation,transition,Way,740.0,,,south-africa
1352,804708118.0,"[25.58244956626478, -33.903566373098435]",substation,,Way,10040.0,,,south-africa
1354,917152358.0,"[31.278542409437698, -25.727170147327815]",substation,transmission,Way,3760.0,132000,,south-africa
1355,366053303.0,"[31.20388162384156, -25.073082699187918]",substation,,Way,2520.0,,,south-africa
1357,185497473.0,"[28.970089293708263, -26.086689015049398]",substation,transmission,Way,102100.0,400000,,south-africa
1360,698021790.0,"[18.46205358181054, -34.06956742757101]",substation,minor_distribution,Way,430.0,,,south-africa
1361,267163106.0,"[27.768522477244158, -27.151557527009782]",substation,,Way,8970.0,,,south-africa
1362,530647956.0,"[24.088466080196966, -30.592896773189366]",substation,transmission,Way,12210.0,132000,,south-africa
1363,870784923.0,"[30.983062200000088, -25.380596200000117]",substation,,Way,1240.0,,,south-africa
1366,804634927.0,"[27.493292336851784, -25.74526584555027]",substation,transmission,Way,12430.0,88000,,south-africa
1368,928843185.0,"[22.63723362529179, -28.14997909591917]",substation,traction,Way,950.0,132000,,south-africa
1369,201900100.0,"[26.211084195314708, -30.830039759214678]",substation,transmission,Way,19500.0,132000,,south-africa
1370,256629758.0,"[30.061861243063223, -28.0212406773453]",substation,traction,Way,2300.0,88000,,south-africa
1371,136019698.0,"[31.244345334747592, -24.747222264979445]",substation,traction,Way,750.0,132000,,south-africa
1372,183212852.0,"[25.503580292619866, -30.640255398883752]",substation,transmission,Way,90200.0,220000;132000,,south-africa
1373,545652232.0,"[18.77900464478674, -34.047196589861535]",substation,,Way,86710.0,,,south-africa
1374,878692945.0,"[27.444350549999918, -26.583074500000052]",substation,traction,Way,3750.0,,,south-africa
1375,922740765.0,"[29.45078464858606, -27.115164466785874]",substation,traction,Way,3970.0,,,south-africa
1376,932954438.0,"[29.449601114415866, -24.35324395204898]",substation,transmission,Way,3920.0,132000,,south-africa
1379,719968054.0,"[18.46207024073757, -33.986194790494174]",substation,minor_distribution,Way,420.0,,,south-africa
1380,583497160.0,"[31.732084988823207, -28.970609486793144]",substation,,Way,320.0,,,south-africa
1381,193465369.0,"[17.180115094334877, -29.599497039745376]",substation,transmission,Way,23200.0,400000;220000;66000,,south-africa
1382,200223220.0,"[26.79953707388475, -27.94480468384504]",substation,transmission,Way,38670.0,400000,,south-africa
1383,167698317.0,"[29.135067632320307, -28.317825442058467]",substation,traction,Way,2180.0,88000,,south-africa
1385,368543020.0,"[26.90902555417451, -29.78519825485614]",substation,,Way,2880.0,,,south-africa
1386,370172225.0,"[26.41034013693587, -33.641008926553646]",substation,,Way,3250.0,,,south-africa
1388,934597861.0,"[30.69171876412922, -23.484497911764986]",substation,,Way,4940.0,132000,,south-africa
1390,143753008.0,"[29.450237597928805, -28.387816905228103]",substation,traction,Way,3270.0,88000,,south-africa
1392,816218501.0,"[28.478440949999918, -26.249185149999857]",substation,minor_distribution,Way,60.0,,,south-africa
1395,132814255.0,"[30.219310611446968, -25.71794626313909]",substation,traction,Way,2920.0,132000,,south-africa
1398,809957021.0,"[18.558027319141264, -34.069579148044006]",substation,,Way,0.0,,,south-africa
1399,83188525.0,"[27.827612218429678, -26.265115959299134]",substation,transmission,Way,18530.0,132000,,south-africa
1401,169647973.0,"[25.673638805547128, -33.72147994251039]",substation,traction,Way,5720.0,220000;25000,,south-africa
1402,131895832.0,"[31.895692475087507, -28.78053059110833]",substation,transmission,Way,21570.0,132000;88000,,south-africa
1403,215654698.0,"[27.67989090368075, -27.987750791076813]",substation,traction,Way,2590.0,88000,,south-africa
1405,203679303.0,"[25.474708752903016, -27.677575537731986]",substation,traction,Way,1510.0,132000,,south-africa
1406,191261572.0,"[24.066348515031212, -28.26173039720818]",substation,traction,Way,3570.0,132000,,south-africa
1408,564447989.0,"[18.564241576949456, -33.95906574610623]",substation,,Way,0.0,,,south-africa
1410,65600948.0,"[29.138216079479523, -26.283196356447856]",substation,transmission,Way,104580.0,400000;275000,,south-africa
1411,183716994.0,"[29.94531849903814, -30.322599988238654]",substation,transmission,Way,6680.0,132000,,south-africa
1412,881159822.0,"[28.2457668, -25.987338849999958]",substation,traction,Way,730.0,,,south-africa
1413,636805556.0,"[29.596146445675465, -26.034470363304163]",substation,,Way,13610.0,,,south-africa
1415,227093281.0,"[31.529841984983587, -28.301478709777687]",substation,traction,Way,4000.0,88000,,south-africa
1416,101712943.0,"[26.93661293395272, -31.92646699016612]",substation,traction,Way,4450.0,132000,,south-africa
1417,263390381.0,"[26.41135489519748, -29.13791881292522]",substation,,Way,8520.0,,,south-africa
1418,42209493.0,"[28.09518476819826, -26.223449144821362]",substation,transmission,Way,66840.0,275000;132000,,south-africa
1419,892537094.0,"[20.122758499999698, -33.78375600000016]",substation,,Way,40.0,,,south-africa
1420,142414070.0,"[24.08686123061819, -30.714257583819162]",substation,transmission,Way,776000.0,765000;400000;220000;132000,,south-africa
1422,223478972.0,"[22.76885797559203, -29.695588199923556]",substation,transmission,Way,12190.0,132000,,south-africa
1423,239865983.0,"[28.026533729144862, -26.20909313809629]",substation,transmission,Way,1190.0,,,south-africa
1424,137340049.0,"[28.40079194174788, -25.834045827683102]",substation,converter,Way,96430.0,,,south-africa
1425,219436242.0,"[30.859510551706645, -27.1339011191333]",substation,traction,Way,2290.0,88000,,south-africa
1426,753540492.0,"[28.396117140868906, -25.71216802792433]",substation,,Way,9650.0,,,south-africa
1428,919281049.0,"[29.135920349999978, -31.12456500000004]",substation,transmission,Way,11730.0,132000,,south-africa
1430,256088343.0,"[27.47864819306562, -32.598504123459]",substation,transmission,Way,15030.0,132000,,south-africa
1431,456092088.0,"[30.666052418272212, -30.406842576559278]",substation,transmission,Way,3350.0,132000,,south-africa
1432,214443252.0,"[28.171028051540677, -26.18869112625863]",substation,transmission,Way,29290.0,132000,,south-africa
1433,530412511.0,"[27.32187809816161, -23.687590416461905]",substation,transmission,Way,3990.0,132000,,south-africa
1434,813303759.0,"[28.27156182208118, -25.723596702374138]",substation,,Way,690.0,,,south-africa
1435,261953871.0,"[27.133578294060236, -30.7568544993104]",substation,,Way,13850.0,,,south-africa
1436,457697034.0,"[27.873014040250183, -26.47866001531363]",substation,traction,Way,3480.0,88000,,south-africa
1438,100460482.0,"[32.02491639999996, -28.690184400000003]",substation,traction,Way,780.0,,,south-africa
1439,101712928.0,"[27.065060529500673, -32.105589840604054]",substation,traction,Way,4520.0,132000,,south-africa
1441,191269219.0,"[23.6235804975019, -28.332183594064283]",substation,transmission,Way,135410.0,275000;132000,,south-africa
1442,258538144.0,"[29.075577577471773, -25.193104242576897]",substation,transmission,Way,7910.0,132000,,south-africa
1444,916703559.0,"[30.818753212556686, -29.861597720437278]",substation,,Way,8450.0,,,south-africa
1445,759198504.0,"[30.465456337494732, -25.093293666767146]",substation,,Way,1830.0,,,south-africa
1446,148830396.0,"[29.851746296853737, -28.76033464306842]",substation,transmission,Way,50850.0,275000;132000,,south-africa
1447,203810835.0,"[25.663474900000054, -27.583691949999974]",substation,traction,Way,3370.0,132000,,south-africa
1448,455303884.0,"[27.92800658027755, -26.69258661472374]",substation,transmission,Way,8850.0,,,south-africa
1449,720196574.0,"[18.467469201438323, -34.00795350431343]",substation,,Way,2520.0,,,south-africa
1450,256288472.0,"[29.015679350000006, -24.163831999999825]",substation,,Way,2250.0,,,south-africa
1451,248388707.0,"[29.20346947879199, -26.028019590545053]",substation,transmission,Way,19520.0,132000,,south-africa
1454,84571572.0,"[28.2853793576233, -25.694459422688645]",substation,transition,Way,1410.0,132000,,south-africa
1456,396384234.0,"[28.198344643256185, -25.929040025418484]",substation,transmission,Way,4600.0,,,south-africa
1457,219720868.0,"[31.2833686806504, -28.22860873972936]",substation,traction,Way,2370.0,88000,,south-africa
1458,224696100.0,"[29.1941427550748, -25.05695081599167]",substation,,Way,2830.0,,,south-africa
1459,552592238.0,"[28.058450057696547, -26.066793242314738]",substation,,Way,21530.0,,,south-africa
1460,197060006.0,"[30.87418171341798, -29.87499796944156]",substation,traction,Way,1190.0,,,south-africa
1461,445330235.0,"[18.694259583320058, -33.792436254067184]",substation,transmission,Way,5080.0,,,south-africa
1462,191257374.0,"[24.199795651238823, -28.33208157945284]",substation,transmission,Way,23020.0,132000,,south-africa
1463,889152597.0,"[20.119660991677044, -33.78673137520493]",substation,,Way,30.0,,,south-africa
1464,131625968.0,"[32.03637577368585, -28.68859723817015]",substation,transmission,Way,61650.0,400000;275000,,south-africa
1465,234058622.0,"[24.429729954461553, -29.34276897013748]",substation,traction,Way,2180.0,132000,,south-africa
1466,220165376.0,"[30.084289149999815, -25.946973950000107]",substation,transmission,Way,2350.0,,,south-africa
1468,261469203.0,"[26.322996798393415, -28.998071152665446]",substation,traction,Way,2420.0,132000,,south-africa
1469,136474371.0,"[31.073039572137763, -24.05012030193658]",substation,traction,Way,1550.0,132000,,south-africa
1470,103752476.0,"[28.469094174838954, -28.134006934471802]",substation,traction,Way,1440.0,88000,,south-africa
1471,386392742.0,"[26.835601654887594, -28.027825607544568]",substation,,Way,6000.0,,,south-africa
1472,252829760.0,"[28.732586179598627, -25.754980387706382]",substation,transmission,Way,11040.0,132000,,south-africa
1473,928246380.0,"[30.03005359999996, -26.575197950000007]",substation,,Way,700.0,,,south-africa
1474,719448654.0,"[18.46981461590507, -34.01321742441833]",substation,,Way,450.0,,,south-africa
1475,184642464.0,"[29.017406858975733, -24.16398354860037]",substation,transmission,Way,16510.0,132000,,south-africa
1476,258204127.0,"[19.91749515000001, -34.36595389999999]",substation,,Way,13320.0,,,south-africa
1478,89173873.0,"[23.40677215000002, -31.696892500000008]",substation,transmission,Way,68390.0,400000,,south-africa
1479,127585817.0,"[29.8461923466804, -28.938677165649445]",substation,transmission,Way,314480.0,400000;275000,,south-africa
1480,256954775.0,"[28.139946154553446, -26.29645279515037]",substation,,Way,4230.0,,,south-africa
1481,30878888.0,"[25.525006599999998, -33.97704735000019]",substation,transmission,Way,8320.0,132000,,south-africa
1482,405436083.0,"[25.574920040608713, -33.800705454667906]",substation,transmission,Way,13930.0,132000,,south-africa
1483,178057140.0,"[19.47672428447382, -33.63675133237922]",substation,transmission,Way,38620.0,132000,,south-africa
1486,182253896.0,"[27.18693459999989, -25.562958899999863]",substation,transmission,Way,110430.0,275000;88000,,south-africa
1487,472406738.0,"[28.417220371659635, -25.732024208426445]",substation,traction,Way,2350.0,,,south-africa
1488,215821026.0,"[29.90233856362411, -30.606832044528367]",substation,,Way,1350.0,,,south-africa
1490,177799206.0,"[19.481625749999942, -33.63489790000017]",substation,,Way,10020.0,,,south-africa
